number,date,strategy,side,instrument,open,close,profit,result,max_profit,max_lose
33116,2023-06-01 21:00:12,sor_120,SELL,AXSUSDT,7.11,6.99,4.03940928270043,1,126.57,-14.08
33117,2023-06-01 23:00:09,so_120,BUY,MKRUSDT,635.0,643.0,2.9696062992126,1,35.43,-35.43
33118,2023-06-01 23:00:12,sor_120,SELL,MKRUSDT,635.0,643.0,-3.3296062992126,0,35.43,-35.43
33119,2023-06-02 05:00:09,so_120,BUY,EOSUSDT,0.888,0.902,7.52288288288289,1,107.0,-73.2
33120,2023-06-02 05:00:11,sor_120,SELL,EOSUSDT,0.888,0.902,-8.24288288288289,0,73.2,-107.0
33121,2023-06-02 07:00:05,so_120,BUY,XRPUSDT,0.5039,0.515,10.6540900972415,1,156.8,-19.85
33122,2023-06-02 07:00:08,sor_120,SELL,XRPUSDT,0.5039,0.515,-11.3740900972415,0,19.85,-156.8
33123,2023-06-02 07:00:11,so_120,BUY,BNBUSDT,312.8,307.6,-8.67202046035804,0,22.4,-155.05
33124,2023-06-02 07:00:13,sor_120,SELL,BNBUSDT,312.8,307.6,7.95202046035804,1,155.05,-22.4
33125,2023-06-02 07:00:16,so_120,BUY,SOLUSDT,20.57,21.01,2.4804449197861,1,33.25,-13.42
33126,2023-06-02 07:00:18,sor_120,SELL,SOLUSDT,20.57,21.01,-2.6532449197861,0,13.42,-33.25
33127,2023-06-02 13:00:06,so_120,BUY,BTCUSDT,27713.43,27091.51,-28.9513815864728,0,65.25,-545.0
33128,2023-06-02 13:00:09,sor_120,SELL,BTCUSDT,27713.43,27091.51,27.1513815864728,1,545.0,-65.25
33129,2023-06-02 15:00:08,so_120,BUY,DOTUSDT,5.454,5.237,-20.2536560322699,0,9.15,-264.95
33130,2023-06-02 15:00:11,sor_120,SELL,DOTUSDT,5.454,5.237,19.5336560322699,1,264.95,-9.15
33131,2023-06-03 15:00:08,so_120,SELL,BNBUSDT,307.6,307.8,-0.685097529258759,0,47.15,-9.75
33132,2023-06-03 15:00:11,sor_120,BUY,BNBUSDT,307.6,307.8,-0.0349024707412409,1,9.75,-47.15
33133,2023-06-03 17:00:35,so_120,BUY,BNBUSDT,307.8,307.7,-0.522443144899322,0,4.85,-11.35
33134,2023-06-03 17:00:38,sor_120,SELL,BNBUSDT,307.8,307.7,-0.197556855100678,1,11.35,-4.85
33135,2023-06-04 05:00:10,so_120,SELL,XRPUSDT,0.5153,0.5212,-6.08482049291676,0,27.15,-167.85
33136,2023-06-04 05:00:12,sor_120,BUY,XRPUSDT,0.5153,0.5212,5.36482049291676,1,167.85,-27.15
33137,2023-06-04 05:00:14,so_120,SELL,BTCUSDT,27097.21,27054.96,1.04900139165619,1,104.5,-105.75
33138,2023-06-04 05:00:16,sor_120,BUY,BTCUSDT,27097.21,27054.96,-2.84900139165619,0,105.75,-104.5
33139,2023-06-04 05:00:19,so_120,SELL,BNBUSDT,307.8,305.9,2.72641975308648,1,39.0,-1.6
33140,2023-06-04 05:00:21,sor_120,BUY,BNBUSDT,307.8,305.9,-3.44641975308647,0,1.6,-39.0
33141,2023-06-04 09:00:09,so_120,BUY,XRPUSDT,0.5212,0.5249,3.1895011511896,1,54.7,-14.4
33142,2023-06-04 09:00:12,sor_120,SELL,XRPUSDT,0.5212,0.5249,-3.9095011511896,0,14.4,-54.7
33143,2023-06-04 15:00:10,so_120,BUY,BTCUSDT,27056.46,27236.53,7.41917774904772,1,111.63,-12.75
33144,2023-06-04 15:00:12,sor_120,SELL,BTCUSDT,27056.46,27236.53,-9.21917774904772,0,12.75,-111.63
33145,2023-06-04 17:00:09,so_120,BUY,BNBUSDT,306.0,305.8,-0.686797385620896,0,26.15,-6.55
33146,2023-06-04 17:00:12,sor_120,SELL,BNBUSDT,306.0,305.8,-0.0332026143791036,1,6.55,-26.15
33147,2023-06-05 01:00:07,so_120,SELL,BNBUSDT,305.8,303.7,3.0736167429693,1,35.95,-26.15
33148,2023-06-05 01:00:09,sor_120,BUY,BNBUSDT,305.8,303.7,-3.7936167429693,0,26.15,-35.95
33149,2023-06-05 01:00:12,so_120,SELL,LTCUSDT,92.57,93.63,-3.04269849843362,0,17.83,-134.23
33150,2023-06-05 01:00:14,sor_120,BUY,LTCUSDT,92.57,93.63,2.68269849843362,1,134.23,-17.83
33151,2023-06-05 05:00:10,so_120,SELL,BTCUSDT,27236.53,26829.59,17.7762043476169,1,210.88,-99.63
33152,2023-06-05 05:00:12,sor_120,BUY,BTCUSDT,27236.53,26829.59,-19.5762043476169,0,99.63,-210.88
33153,2023-06-05 07:00:08,so_120,SELL,DOTUSDT,5.235,5.262,-2.93879656160451,0,18.15,-141.35
33154,2023-06-05 07:00:10,sor_120,BUY,DOTUSDT,5.235,5.262,2.21879656160451,1,141.35,-18.15
33155,2023-06-05 09:00:09,so_120,SELL,EOSUSDT,0.901,0.909,-4.7995116537181,0,22.2,-144.3
33156,2023-06-05 09:00:11,sor_120,BUY,EOSUSDT,0.901,0.909,4.0795116537181,1,144.3,-22.2
33157,2023-06-05 13:00:10,so_120,SELL,MKRUSDT,643.0,684.0,-16.1209020217729,0,27.22,-244.95
33158,2023-06-05 13:00:13,sor_120,BUY,MKRUSDT,643.0,684.0,15.7609020217729,1,244.95,-27.22
33159,2023-06-05 17:00:10,so_120,SELL,SOLUSDT,21.0,19.99,5.68502857142858,1,97.14,-74.28
33160,2023-06-05 17:00:14,sor_120,BUY,SOLUSDT,21.0,19.99,-5.85782857142858,0,74.28,-97.14
33161,2023-06-05 19:00:05,so_120,SELL,XRPUSDT,0.5249,0.5025,20.9773975995428,1,359.1,-205.75
33162,2023-06-05 19:00:07,sor_120,BUY,XRPUSDT,0.5249,0.5025,-21.6973975995429,0,205.75,-359.1
33163,2023-06-05 19:00:11,so_120,SELL,AXSUSDT,6.99,6.69,10.5496137339056,1,132.33,-178.83
33164,2023-06-05 19:00:14,sor_120,BUY,AXSUSDT,6.99,6.69,-10.9096137339056,0,178.83,-132.33
33165,2023-06-07 01:00:10,so_120,BUY,XRPUSDT,0.5021,0.5296,27.0249830711013,1,301.75,-56.75
33166,2023-06-07 01:00:13,sor_120,SELL,XRPUSDT,0.5021,0.5296,-27.7449830711013,0,56.75,-301.75
33167,2023-06-07 01:00:15,so_120,BUY,BTCUSDT,26829.59,27184.61,15.6405062097483,1,259.0,-675.38
33168,2023-06-07 01:00:17,sor_120,SELL,BTCUSDT,26829.59,27184.61,-17.4405062097483,0,675.38,-259.0
33169,2023-06-07 17:54:20,so_120,BUY,DOTUSDT,5.26,5.035,-21.7478326996197,0,57.05,-342.2
33170,2023-06-07 17:54:23,sor_120,SELL,DOTUSDT,5.26,5.035,21.0278326996197,1,342.2,-57.05
33171,2023-06-07 17:54:26,so_120,BUY,EOSUSDT,0.908,0.853,-30.6463436123348,0,16.5,-440.55
33172,2023-06-07 17:54:28,sor_120,SELL,EOSUSDT,0.908,0.853,29.9263436123348,1,440.55,-16.5
33173,2023-06-07 17:54:30,so_120,BUY,LTCUSDT,93.58,88.82,-12.8963923915367,0,11.23,-266.35
33174,2023-06-07 17:54:32,sor_120,SELL,LTCUSDT,93.58,88.82,12.5363923915367,1,266.35,-11.23
33175,2023-06-07 19:00:08,so_120,SELL,DOTUSDT,5.037,5.034,-0.0622036926741996,1,4.95,-11.9
33176,2023-06-07 19:00:11,sor_120,BUY,DOTUSDT,5.037,5.034,-0.657796307325801,0,11.9,-4.95
33177,2023-06-07 23:00:12,so_120,SELL,LTCUSDT,88.81,88.31,1.22749915550051,1,20.83,-12.95
33178,2023-06-07 23:00:14,sor_120,BUY,LTCUSDT,88.81,88.31,-1.58749915550051,0,12.95,-20.83
33179,2023-06-08 01:00:06,so_120,SELL,XRPUSDT,0.5301,0.5161,12.8450556498774,1,162.25,-0.95
33180,2023-06-08 01:00:08,sor_120,BUY,XRPUSDT,0.5301,0.5161,-13.5650556498774,0,0.95,-162.25
33181,2023-06-08 01:00:12,so_120,SELL,EOSUSDT,0.853,0.882,-17.3588276670575,0,11.7,-187.55
33182,2023-06-08 01:00:13,sor_120,BUY,EOSUSDT,0.853,0.882,16.6388276670575,1,187.55,-11.7
33183,2023-06-08 03:00:11,so_120,SELL,BTCUSDT,27200.0,26384.65,36.5701286764705,1,491.75,-9.38
33184,2023-06-08 03:00:13,sor_120,BUY,BTCUSDT,27200.0,26384.65,-38.3701286764705,0,9.38,-491.75
33185,2023-06-08 09:00:11,so_120,BUY,EOSUSDT,0.882,0.885,1.34068027210885,1,85.05,-39.7
33186,2023-06-08 09:00:14,sor_120,SELL,EOSUSDT,0.882,0.885,-2.06068027210885,0,39.7,-85.05
33187,2023-06-09 01:00:12,so_120,BUY,XRPUSDT,0.5163,0.523,6.12847569242692,1,110.4,-3.85
33188,2023-06-09 01:00:14,sor_120,SELL,XRPUSDT,0.5163,0.523,-6.84847569242692,0,3.85,-110.4
33189,2023-06-09 01:00:17,so_120,BUY,MKRUSDT,684.0,621.0,-23.2063157894737,0,10.98,-244.88
33190,2023-06-09 01:00:19,sor_120,SELL,MKRUSDT,684.0,621.0,22.8463157894737,1,244.88,-10.98
33191,2023-06-09 03:00:11,so_120,BUY,BTCUSDT,26386.5,26457.22,2.45019801792589,1,192.0,-79.38
33192,2023-06-09 03:00:13,sor_120,SELL,BTCUSDT,26386.5,26457.22,-4.25019801792589,0,79.38,-192.0
33193,2023-06-09 15:00:12,so_120,BUY,SOLUSDT,20.02,18.83,-7.21926713286714,0,40.76,-106.09
33194,2023-06-09 15:00:16,sor_120,SELL,SOLUSDT,20.02,18.83,7.04646713286714,1,106.09,-40.76
33195,2023-06-09 19:00:14,so_120,BUY,LTCUSDT,88.32,89.46,3.04690217391304,1,46.15,-40.75
33196,2023-06-09 19:00:18,sor_120,SELL,LTCUSDT,88.32,89.46,-3.40690217391305,0,40.75,-46.15
33197,2023-06-09 21:00:12,so_120,SELL,SOLUSDT,18.84,17.65,7.49321783439491,1,100.0,-5.1
33198,2023-06-09 21:00:18,sor_120,BUY,SOLUSDT,18.84,17.65,-7.66601783439491,0,5.1,-100.0
33199,2023-06-10 03:00:06,so_120,SELL,BTCUSDT,26460.01,26329.8,5.25126373723966,1,77.0,-151.38
33200,2023-06-10 03:00:08,sor_120,BUY,BTCUSDT,26460.01,26329.8,-7.05126373723967,0,151.38,-77.0
33201,2023-06-10 05:00:06,so_120,SELL,MKRUSDT,621.0,551.0,28.0003542673108,1,438.8,-60.38
33202,2023-06-10 05:00:10,sor_120,BUY,MKRUSDT,621.0,551.0,-28.3603542673108,0,60.38,-438.8
33203,2023-06-10 05:00:14,so_120,SELL,EOSUSDT,0.885,0.689,110.374463276836,1,1598.85,-107.35
33204,2023-06-10 05:00:16,sor_120,BUY,EOSUSDT,0.885,0.689,-111.094463276836,0,107.35,-1598.85
33205,2023-06-10 07:00:12,so_120,SELL,LTCUSDT,89.48,76.25,36.7835672776039,1,427.2,-4.75
33206,2023-06-10 07:00:14,sor_120,BUY,LTCUSDT,89.48,76.25,-37.1435672776039,0,4.75,-427.2
33207,2023-06-10 09:00:05,so_120,SELL,XRPUSDT,0.5228,0.4913,29.7662433052793,1,453.35,-173.1
33208,2023-06-10 09:00:08,sor_120,BUY,XRPUSDT,0.5228,0.4913,-30.4862433052793,0,173.1,-453.35
33209,2023-06-11 03:00:05,so_120,BUY,MKRUSDT,549.0,614.0,29.4192714025501,1,450.83,-4.55
33210,2023-06-11 03:00:08,sor_120,SELL,MKRUSDT,549.0,614.0,-29.7792714025501,0,4.55,-450.83
33211,2023-06-11 13:00:11,so_120,SELL,MKRUSDT,614.0,598.0,6.33465798045603,1,69.23,0.0
33212,2023-06-11 13:00:13,sor_120,BUY,MKRUSDT,614.0,598.0,-6.69465798045603,0,0.0,-69.23
33213,2023-06-11 21:00:09,so_120,BUY,XRPUSDT,0.4911,0.5234,32.5253593972714,1,386.9,-66.2
33214,2023-06-11 21:00:13,sor_120,SELL,XRPUSDT,0.4911,0.5234,-33.2453593972714,0,66.2,-386.9
33215,2023-06-12 01:00:10,so_120,BUY,BTCUSDT,26321.69,25967.82,-17.7050569701261,0,20.88,-446.5
33216,2023-06-12 01:00:13,sor_120,SELL,BTCUSDT,26321.69,25967.82,15.9050569701261,1,446.5,-20.88
33217,2023-06-12 01:00:15,so_120,BUY,MKRUSDT,598.0,622.0,9.85344481605351,1,117.05,-29.28
33218,2023-06-12 01:00:17,sor_120,SELL,MKRUSDT,598.0,622.0,-10.2134448160535,0,29.28,-117.05
33219,2023-06-12 01:00:21,so_120,BUY,SOLUSDT,17.63,15.5,-14.5844147475893,0,7.49,-323.99
33220,2023-06-12 01:00:23,sor_120,SELL,SOLUSDT,17.63,15.5,14.4116147475893,1,323.99,-7.49
33221,2023-06-12 05:00:11,so_120,BUY,DOTUSDT,5.034,4.494,-53.9952800953516,0,35.75,-820.4
33222,2023-06-12 05:00:14,sor_120,SELL,DOTUSDT,5.034,4.494,53.2752800953516,1,820.4,-35.75
33223,2023-06-12 07:00:14,so_120,BUY,LTCUSDT,76.33,76.41,0.082020175553512,1,86.15,-70.1
33224,2023-06-12 07:00:18,sor_120,SELL,LTCUSDT,76.33,76.41,-0.442020175553512,0,70.1,-86.15
33225,2023-06-12 09:00:09,so_120,SELL,LTCUSDT,76.37,76.72,-1.32573785517872,0,22.58,-13.1
33226,2023-06-12 09:00:12,sor_120,BUY,LTCUSDT,76.37,76.72,0.965737855178716,1,13.1,-22.58
33227,2023-06-12 11:42:04,so_120,SELL,SOLUSDT,15.48,15.39,0.61127441860465,1,43.42,-14.72
33228,2023-06-12 11:42:06,sor_120,BUY,SOLUSDT,15.48,15.39,-0.78407441860465,0,14.72,-43.42
33229,2023-06-13 03:00:10,so_120,SELL,BTCUSDT,25969.97,26134.66,-8.82694408195305,0,157.5,-85.88
33230,2023-06-13 03:00:12,sor_120,BUY,BTCUSDT,25969.97,26134.66,7.02694408195305,1,85.88,-157.5
33231,2023-06-13 05:00:09,so_120,BUY,BTCUSDT,26125.65,26054.47,-4.30565689274718,0,9.88,-69.38
33232,2023-06-13 05:00:11,sor_120,SELL,BTCUSDT,26125.65,26054.47,2.50565689274718,1,69.38,-9.88
33233,2023-06-13 05:00:14,so_120,BUY,EOSUSDT,0.687,0.68,-5.45461426491995,0,101.9,-414.85
33234,2023-06-13 05:00:16,sor_120,SELL,EOSUSDT,0.687,0.68,4.73461426491995,1,414.85,-101.9
33235,2023-06-13 05:00:19,so_120,BUY,AXSUSDT,6.69,5.01,-62.960269058296,0,44.85,-736.18
33236,2023-06-13 05:00:21,sor_120,SELL,AXSUSDT,6.69,5.01,62.600269058296,1,736.18,-44.85
33237,2023-06-13 07:00:08,so_120,BUY,LTCUSDT,76.69,78.33,5.16619898291825,1,66.18,-24.45
33238,2023-06-13 07:00:10,sor_120,SELL,LTCUSDT,76.69,78.33,-5.52619898291824,0,24.45,-66.18
33239,2023-06-13 11:00:10,so_120,BUY,BNBUSDT,303.6,237.0,-110.043794466403,0,4.95,-1368.6
33240,2023-06-13 11:00:12,sor_120,SELL,BNBUSDT,303.6,237.0,109.323794466403,1,1368.6,-4.95
33241,2023-06-13 13:00:14,so_120,BUY,SOLUSDT,15.37,15.46,0.616267534157462,1,48.41,-49.19
33242,2023-06-13 13:00:17,sor_120,SELL,SOLUSDT,15.37,15.46,-0.789067534157462,0,49.19,-48.41
33243,2023-06-13 17:00:11,so_120,SELL,SOLUSDT,15.48,14.92,4.25468527131783,1,54.26,-0.78
33244,2023-06-13 17:00:17,sor_120,BUY,SOLUSDT,15.48,14.92,-4.42748527131783,0,0.78,-54.26
33245,2023-06-13 23:00:10,so_120,SELL,EOSUSDT,0.68,0.67,6.99294117647059,1,102.95,-95.6
33246,2023-06-13 23:00:12,sor_120,BUY,EOSUSDT,0.68,0.67,-7.71294117647059,0,95.6,-102.95
33247,2023-06-14 01:00:28,so_120,SELL,AXSUSDT,5.02,4.93,4.3020717131474,1,104.57,-79.68
33248,2023-06-14 01:00:31,sor_120,BUY,AXSUSDT,5.02,4.93,-4.6620717131474,0,79.68,-104.57
33249,2023-06-14 03:00:05,so_120,SELL,XRPUSDT,0.5239,0.5171,6.12978812750528,1,169.9,-392.25
33250,2023-06-14 03:00:07,sor_120,BUY,XRPUSDT,0.5239,0.5171,-6.84978812750528,0,392.25,-169.9
33251,2023-06-14 03:00:10,so_120,SELL,BTCUSDT,26054.48,26027.4,0.39920075165567,1,159.5,-177.88
33252,2023-06-14 03:00:12,sor_120,BUY,BTCUSDT,26054.48,26027.4,-2.19920075165567,0,177.88,-159.5
33253,2023-06-14 03:00:15,so_120,SELL,LTCUSDT,78.35,78.05,0.777243139757489,1,66.38,-45.0
33254,2023-06-14 03:00:17,sor_120,BUY,LTCUSDT,78.35,78.05,-1.13724313975749,0,45.0,-66.38
33255,2023-06-14 09:00:12,so_120,BUY,LTCUSDT,78.08,77.7,-1.39670081967212,0,0.33,-29.78
33256,2023-06-14 09:00:16,sor_120,SELL,LTCUSDT,78.08,77.7,1.03670081967212,1,29.78,-0.33
33257,2023-06-14 11:00:14,so_120,BUY,AXSUSDT,4.93,5.01,3.87679513184585,1,96.35,-5.08
33258,2023-06-14 11:00:17,sor_120,SELL,AXSUSDT,4.93,5.01,-4.23679513184585,0,5.08,-96.35
33259,2023-06-14 13:00:09,so_120,BUY,BTCUSDT,26031.68,26023.46,-1.29471136707279,0,17.88,-92.75
33260,2023-06-14 13:00:13,sor_120,SELL,BTCUSDT,26031.68,26023.46,-0.505288632927208,1,92.75,-17.88
33261,2023-06-14 13:00:23,so_120,BUY,EOSUSDT,0.67,0.679,6.35641791044777,1,97.0,0.0
33262,2023-06-14 13:00:30,sor_120,SELL,EOSUSDT,0.67,0.679,-7.07641791044777,0,0.0,-97.0
33263,2023-06-14 17:00:09,so_120,SELL,BTCUSDT,26029.97,25960.43,2.43941990713017,1,49.13,0.0
33264,2023-06-14 17:00:12,sor_120,BUY,BTCUSDT,26029.97,25960.43,-4.23941990713017,0,0.0,-49.13
33265,2023-06-14 17:00:15,so_120,SELL,EOSUSDT,0.679,0.674,3.3218851251841,1,66.25,-7.35
33266,2023-06-14 17:00:17,sor_120,BUY,EOSUSDT,0.679,0.674,-4.0418851251841,0,7.35,-66.25
33267,2023-06-14 17:00:20,so_120,SELL,LTCUSDT,77.71,77.59,0.20605070132541,1,18.98,-9.65
33268,2023-06-14 17:00:22,sor_120,BUY,LTCUSDT,77.71,77.59,-0.56605070132541,0,9.65,-18.98
33269,2023-06-14 23:00:07,so_120,SELL,AXSUSDT,5.01,4.67,16.7860678642714,1,199.6,-9.98
33270,2023-06-14 23:00:09,sor_120,BUY,AXSUSDT,5.01,4.67,-17.1460678642714,0,9.98,-199.6
33271,2023-06-15 05:00:12,so_120,SELL,BNBUSDT,237.2,236.8,0.483170320404674,1,84.3,-322.5
33272,2023-06-15 05:00:15,sor_120,BUY,BNBUSDT,237.2,236.8,-1.20317032040467,0,322.5,-84.3
33273,2023-06-15 07:00:08,so_120,SELL,MKRUSDT,622.0,634.0,-5.00315112540193,0,68.33,-152.73
33274,2023-06-15 07:00:11,sor_120,BUY,MKRUSDT,622.0,634.0,4.64315112540193,1,152.73,-68.33
33275,2023-06-15 09:00:09,so_120,SELL,DOTUSDT,4.494,4.355,15.105064530485,1,161.35,-342.7
33276,2023-06-15 09:00:11,sor_120,BUY,DOTUSDT,4.494,4.355,-15.825064530485,0,342.7,-161.35
33277,2023-06-15 23:00:10,so_120,BUY,MKRUSDT,634.0,647.0,4.94618296529969,1,70.98,-7.88
33278,2023-06-15 23:00:13,sor_120,SELL,MKRUSDT,634.0,647.0,-5.30618296529968,0,7.88,-70.98
33279,2023-06-16 07:00:09,so_120,BUY,BTCUSDT,25960.44,25577.43,-19.34200252384,0,59.5,-552.13
33280,2023-06-16 07:00:12,sor_120,SELL,BTCUSDT,25960.44,25577.43,17.54200252384,1,552.13,-59.5
33281,2023-06-16 11:00:15,so_120,BUY,LTCUSDT,77.58,75.44,-7.07610724413509,0,12.58,-205.93
33282,2023-06-16 11:00:20,sor_120,SELL,LTCUSDT,77.58,75.44,6.71610724413509,1,205.93,-12.58
33283,2023-06-16 11:00:24,so_120,BUY,SOLUSDT,14.91,14.76,-1.29364346076459,0,37.02,-67.61
33284,2023-06-16 11:00:27,sor_120,SELL,SOLUSDT,14.91,14.76,1.12084346076459,1,67.61,-37.02
33285,2023-06-16 13:00:08,so_120,SELL,SOLUSDT,14.75,14.67,0.564447457627119,1,17.9,-3.25
33286,2023-06-16 13:00:17,sor_120,BUY,SOLUSDT,14.75,14.67,-0.737247457627119,0,3.25,-17.9
33287,2023-06-16 17:00:07,so_120,BUY,SOLUSDT,14.66,15.0,2.69668321964529,1,34.38,-21.29
33288,2023-06-16 17:00:10,sor_120,SELL,SOLUSDT,14.66,15.0,-2.86948321964529,0,21.29,-34.38
33289,2023-06-16 19:00:14,so_120,BUY,BNBUSDT,236.9,240.0,6.1828450823132,1,141.4,-130.85
33290,2023-06-16 19:00:18,sor_120,SELL,BNBUSDT,236.9,240.0,-6.9028450823132,0,130.85,-141.4
33291,2023-06-16 19:00:23,so_120,BUY,AXSUSDT,4.66,4.83,8.94017167381974,1,112.65,-26.83
33292,2023-06-16 19:00:25,sor_120,SELL,AXSUSDT,4.66,4.83,-9.30017167381974,0,26.83,-112.65
33293,2023-06-17 05:00:08,so_120,BUY,DOTUSDT,4.354,4.441,9.6308130454754,1,129.75,-93.0
33294,2023-06-17 05:00:11,sor_120,SELL,DOTUSDT,4.354,4.441,-10.3508130454754,0,93.0,-129.75
33295,2023-06-17 11:00:09,so_120,BUY,XRPUSDT,0.5173,0.4824,-34.0928436110574,0,0.95,-586.7
33296,2023-06-17 11:00:11,sor_120,SELL,XRPUSDT,0.5173,0.4824,33.3728436110574,1,586.7,-0.95
33297,2023-06-17 13:00:07,so_120,BUY,EOSUSDT,0.673,0.638,-26.3629717682021,0,37.15,-527.5
33298,2023-06-17 13:00:10,sor_120,SELL,EOSUSDT,0.673,0.638,25.6429717682021,1,527.5,-37.15
33299,2023-06-18 07:00:09,so_120,SELL,MKRUSDT,647.0,667.0,-7.90797527047913,0,15.45,-166.15
33300,2023-06-18 07:00:12,sor_120,BUY,MKRUSDT,647.0,667.0,7.54797527047914,1,166.15,-15.45
33301,2023-06-18 19:00:05,so_120,BUY,MKRUSDT,667.0,680.0,4.69256371814093,1,59.98,-3.75
33302,2023-06-18 19:00:08,sor_120,SELL,MKRUSDT,667.0,680.0,-5.05256371814093,0,3.75,-59.98
33303,2023-06-19 01:00:20,so_120,SELL,EOSUSDT,0.638,0.621,12.9628840125392,1,156.75,-39.2
33304,2023-06-19 01:00:25,sor_120,BUY,EOSUSDT,0.638,0.621,-13.6828840125392,0,39.2,-156.75
33305,2023-06-19 03:00:10,so_120,SELL,SOLUSDT,15.01,15.56,-4.48346862091939,0,0.0,-87.94
33306,2023-06-19 03:00:12,sor_120,BUY,SOLUSDT,15.01,15.56,4.31066862091939,1,87.94,0.0
33307,2023-06-19 05:00:06,so_120,SELL,BTCUSDT,25582.18,26428.0,-42.2285732490351,0,189.25,-590.75
33308,2023-06-19 05:00:09,sor_120,BUY,BTCUSDT,25582.18,26428.0,40.4285732490351,1,590.75,-189.25
33309,2023-06-19 05:00:13,so_120,SELL,BNBUSDT,239.9,242.9,-6.61260525218841,0,54.2,-202.15
33310,2023-06-19 05:00:17,sor_120,BUY,BNBUSDT,239.9,242.9,5.89260525218841,1,202.15,-54.2
33311,2023-06-19 05:00:20,so_120,SELL,AXSUSDT,4.83,4.86,-1.73279503105591,0,10.35,-108.7
33312,2023-06-19 05:00:22,sor_120,BUY,AXSUSDT,4.83,4.86,1.37279503105591,1,108.7,-10.35
33313,2023-06-19 11:00:10,so_120,SELL,DOTUSDT,4.437,4.515,-9.14972278566592,0,7.9,-259.2
33314,2023-06-19 11:00:13,sor_120,BUY,DOTUSDT,4.437,4.515,8.42972278566592,1,259.2,-7.9
33315,2023-06-19 11:00:17,so_120,SELL,LTCUSDT,75.37,77.05,-5.75250895581794,0,39.15,-102.83
33316,2023-06-19 11:00:19,sor_120,BUY,LTCUSDT,75.37,77.05,5.39250895581794,1,102.83,-39.15
33317,2023-06-19 13:00:28,so_120,BUY,LTCUSDT,77.05,77.39,0.92317975340689,1,14.6,-0.98
33318,2023-06-19 13:00:32,sor_120,SELL,LTCUSDT,77.05,77.39,-1.28317975340689,0,0.98,-14.6
33319,2023-06-19 17:00:05,so_120,SELL,LTCUSDT,77.39,76.61,2.33970538829306,1,39.73,-0.33
33320,2023-06-19 17:00:09,sor_120,BUY,LTCUSDT,77.39,76.61,-2.69970538829306,0,0.33,-39.73
33321,2023-06-19 21:00:05,so_120,BUY,BTCUSDT,26428.0,26733.99,13.572812925685,1,292.38,-52.38
33322,2023-06-19 21:00:08,sor_120,SELL,BTCUSDT,26428.0,26733.99,-15.372812925685,0,52.38,-292.38
33323,2023-06-19 21:00:12,so_120,BUY,SOLUSDT,15.55,15.91,2.69173504823151,1,33.18,-10.03
33324,2023-06-19 21:00:16,sor_120,SELL,SOLUSDT,15.55,15.91,-2.86453504823151,0,10.03,-33.18
33325,2023-06-20 03:00:11,so_120,BUY,AXSUSDT,4.86,4.98,5.99283950617285,1,87.45,-25.72
33326,2023-06-20 03:00:14,sor_120,SELL,AXSUSDT,4.86,4.98,-6.35283950617284,0,25.72,-87.45
33327,2023-06-20 11:00:10,so_120,SELL,XRPUSDT,0.4824,0.4812,0.883781094527341,1,74.65,-163.75
33328,2023-06-20 11:00:15,sor_120,BUY,XRPUSDT,0.4824,0.4812,-1.60378109452734,0,163.75,-74.65
33329,2023-06-20 21:00:05,so_120,BUY,LTCUSDT,76.6,80.37,12.1241775456919,1,138.7,-26.1
33330,2023-06-20 21:00:08,sor_120,SELL,LTCUSDT,76.6,80.37,-12.4841775456919,0,26.1,-138.7
33331,2023-06-21 01:00:07,so_120,BUY,DOTUSDT,4.514,4.673,17.2518741692512,1,191.65,-153.95
33332,2023-06-21 01:00:10,sor_120,SELL,DOTUSDT,4.514,4.673,-17.9718741692512,0,153.95,-191.65
33333,2023-06-21 01:00:13,so_120,BUY,BNBUSDT,242.8,248.5,11.3780560131796,1,127.7,-88.55
33334,2023-06-21 01:00:15,sor_120,SELL,BNBUSDT,242.8,248.5,-12.0980560131795,0,88.55,-127.7
33335,2023-06-21 01:00:17,so_120,BUY,EOSUSDT,0.621,0.648,21.3791304347826,1,233.5,-144.95
33336,2023-06-21 01:00:20,sor_120,SELL,EOSUSDT,0.621,0.648,-22.0991304347826,0,144.95,-233.5
33337,2023-06-21 05:00:09,so_120,BUY,XRPUSDT,0.4803,0.5005,20.6685238392671,1,214.45,-82.25
33338,2023-06-21 05:00:12,sor_120,SELL,XRPUSDT,0.4803,0.5005,-21.3885238392671,0,82.25,-214.45
33339,2023-06-22 21:00:06,so_120,SELL,BNBUSDT,248.5,243.6,9.49915492957748,1,134.8,-171.05
33340,2023-06-22 21:00:09,sor_120,BUY,BNBUSDT,248.5,243.6,-10.2191549295775,0,171.05,-134.8
33341,2023-06-22 23:00:08,so_120,SELL,XRPUSDT,0.5005,0.4936,6.53310689310686,1,155.85,-263.75
33342,2023-06-22 23:00:10,sor_120,BUY,XRPUSDT,0.5005,0.4936,-7.25310689310686,0,263.75,-155.85
33343,2023-06-22 23:00:13,so_120,SELL,MKRUSDT,680.0,736.0,-20.7682352941176,0,47.8,-338.23
33344,2023-06-22 23:00:15,sor_120,BUY,MKRUSDT,680.0,736.0,20.4082352941176,1,338.23,-47.8
33345,2023-06-22 23:00:19,so_120,SELL,SOLUSDT,15.91,16.6,-5.29067404148335,0,12.83,-138.02
