number,date,strategy,side,instrument,open,close,profit,result,max_profit,max_lose
36554,2024-01-01 06:00:08,so_120,SELL,LTCUSDT,74.24,72.18,20.2708836206895,1,281.85,0.0
36555,2024-01-01 06:00:11,sor_120,BUY,LTCUSDT,74.24,72.18,-21.3508836206895,0,0.0,-281.85
36556,2024-01-01 06:00:13,sorev_120,BUY,LTCUSDT,74.24,72.18,-21.3508836206895,0,0.0,-281.85
36557,2024-01-01 18:00:08,so_120,BUY,EOSUSDT,0.848,0.87,18.9175471698113,1,203.4,-97.27
36558,2024-01-01 18:00:10,sor_120,SELL,EOSUSDT,0.848,0.87,-19.9975471698113,0,97.27,-203.4
36559,2024-01-01 18:00:13,sorev_120,BUY,EOSUSDT,0.848,0.87,18.9175471698113,1,203.4,-97.27
36560,2024-01-01 18:00:19,so_120,BUY,ETHUSDT,2282.34,2315.44,13.7826595511624,1,162.6,-74.9
36561,2024-01-01 18:00:23,sor_120,SELL,ETHUSDT,2282.34,2315.44,-15.2226595511624,0,74.9,-162.6
36562,2024-01-01 18:00:25,sorev_120,SELL,ETHUSDT,2282.34,2315.44,-15.2226595511624,0,74.9,-162.6
36563,2024-01-01 20:00:09,so_120,BUY,XRPUSDT,0.6192,0.6261,7.8175581395349,1,83.55,-156.23
36564,2024-01-01 20:00:13,sor_120,SELL,XRPUSDT,0.6192,0.6261,-8.8975581395349,0,156.23,-83.55
36565,2024-01-01 20:00:16,sorev_120,BUY,XRPUSDT,0.6192,0.6261,7.8175581395349,1,83.55,-156.23
36566,2024-01-01 20:00:23,so_120,BUY,LTCUSDT,72.18,74.19,20.3452867830423,1,226.5,-4.13
36567,2024-01-01 20:00:26,sor_120,SELL,LTCUSDT,72.18,74.19,-21.4252867830423,0,4.13,-226.5
36568,2024-01-01 20:00:28,sorev_120,SELL,LTCUSDT,72.18,74.19,-21.4252867830423,0,4.13,-226.5
36569,2024-01-01 22:00:09,so_120,BUY,DOTUSDT,8.142,8.542,24.2039891918448,1,299.7,-47.9
36570,2024-01-01 22:00:11,sor_120,SELL,DOTUSDT,8.142,8.542,-24.9239891918448,0,47.9,-299.7
36571,2024-01-01 22:00:14,sorev_120,SELL,DOTUSDT,8.142,8.542,-24.9239891918448,0,47.9,-299.7
36572,2024-01-02 02:00:06,so_120,SELL,MKRUSDT,1613.0,1660.0,-14.9291258524489,0,108.5,-458.75
36573,2024-01-02 02:00:08,sor_120,BUY,MKRUSDT,1613.0,1660.0,14.2091258524489,1,458.75,-108.5
36574,2024-01-02 02:00:10,sorev_120,SELL,MKRUSDT,1613.0,1660.0,-14.9291258524489,0,108.5,-458.75
36575,2024-01-02 02:00:15,so_120,BUY,AXSUSDT,8.73,9.4,38.0134249713631,1,486.85,-63.0
36576,2024-01-02 02:00:17,sor_120,SELL,AXSUSDT,8.73,9.4,-38.7334249713631,0,63.0,-486.85
36577,2024-01-02 02:00:19,sorev_120,SELL,AXSUSDT,8.73,9.4,-38.7334249713631,0,63.0,-486.85
36578,2024-01-02 06:00:07,so_120,BUY,BNBUSDT,313.0,317.7,10.7219808306709,1,172.5,-138.98
36579,2024-01-02 06:00:09,sor_120,SELL,BNBUSDT,313.0,317.7,-11.8019808306709,0,138.98,-172.5
36580,2024-01-02 06:00:12,sorev_120,BUY,BNBUSDT,313.0,317.7,10.7219808306709,1,172.5,-138.98
36581,2024-01-02 22:00:07,so_120,BUY,MKRUSDT,1661.0,1889.0,68.2733534015653,1,791.7,-132.45
36582,2024-01-02 22:00:10,sor_120,SELL,MKRUSDT,1661.0,1889.0,-68.9933534015653,0,132.45,-791.7
36583,2024-01-02 22:00:13,sorev_120,BUY,MKRUSDT,1661.0,1889.0,68.2733534015653,1,791.7,-132.45
36584,2024-01-03 00:00:07,so_120,SELL,BNBUSDT,317.9,312.3,12.6717017930166,1,276.0,-77.85
36585,2024-01-03 00:00:10,sor_120,BUY,BNBUSDT,317.9,312.3,-13.7517017930166,0,77.85,-276.0
36586,2024-01-03 00:00:12,sorev_120,SELL,BNBUSDT,317.9,312.3,12.6717017930166,1,276.0,-77.85
36587,2024-01-03 00:00:16,so_120,SELL,LTCUSDT,74.21,73.0,11.6888101334051,1,170.78,-170.78
36588,2024-01-03 00:00:18,sor_120,BUY,LTCUSDT,74.21,73.0,-12.7688101334051,0,170.78,-170.78
36589,2024-01-03 00:00:20,sorev_120,BUY,LTCUSDT,74.21,73.0,-12.7688101334051,0,170.78,-170.78
36590,2024-01-03 02:00:10,so_120,SELL,EOSUSDT,0.871,0.872,-1.40107921928818,0,120.53,-206.63
36591,2024-01-03 02:00:14,sor_120,BUY,EOSUSDT,0.871,0.872,0.321079219288175,1,206.63,-120.53
36592,2024-01-03 02:00:17,sorev_120,SELL,EOSUSDT,0.871,0.872,-1.40107921928818,0,120.53,-206.63
36593,2024-01-03 02:00:24,so_120,SELL,AXSUSDT,9.4,8.98,21.9804255319149,1,324.45,-79.8
36594,2024-01-03 02:00:28,sor_120,BUY,AXSUSDT,9.4,8.98,-22.7004255319149,0,79.8,-324.45
36595,2024-01-03 02:00:30,sorev_120,BUY,AXSUSDT,9.4,8.98,-22.7004255319149,0,79.8,-324.45
36596,2024-01-03 04:00:08,so_120,SELL,DOTUSDT,8.537,8.44,5.32115262972949,1,127.1,-156.4
36597,2024-01-03 04:00:10,sor_120,BUY,DOTUSDT,8.537,8.44,-6.04115262972949,0,156.4,-127.1
36598,2024-01-03 04:00:12,sorev_120,BUY,DOTUSDT,8.537,8.44,-6.04115262972949,0,156.4,-127.1
36599,2024-01-03 04:00:17,so_120,SELL,SOLUSDT,103.76,108.04,-41.9690362374711,0,373.0,-1270.2
36600,2024-01-03 04:00:20,sor_120,BUY,SOLUSDT,103.76,108.04,40.5290362374711,1,1270.2,-373.0
36601,2024-01-03 04:00:22,sorev_120,BUY,SOLUSDT,103.76,108.04,40.5290362374711,1,1270.2,-373.0
36602,2024-01-03 10:00:10,so_120,BUY,BNBUSDT,312.4,330.3,42.4337516005123,1,518.55,-21.6
36603,2024-01-03 10:00:15,sor_120,SELL,BNBUSDT,312.4,330.3,-43.5137516005123,0,21.6,-518.55
36604,2024-01-03 10:00:18,sorev_120,BUY,BNBUSDT,312.4,330.3,42.4337516005123,1,518.55,-21.6
36605,2024-01-03 14:00:09,so_120,SELL,XRPUSDT,0.6263,0.5668,70.7117962637714,1,1512.45,-166.42
36606,2024-01-03 14:00:11,sor_120,BUY,XRPUSDT,0.6263,0.5668,-71.7917962637714,0,166.42,-1512.45
36607,2024-01-03 14:00:14,sorev_120,SELL,XRPUSDT,0.6263,0.5668,70.7117962637714,1,1512.45,-166.42
36608,2024-01-03 14:00:20,so_120,SELL,ETHUSDT,2315.45,2220.44,40.313060528191,1,895.8,-499.0
36609,2024-01-03 14:00:22,sor_120,BUY,ETHUSDT,2315.45,2220.44,-41.753060528191,0,499.0,-895.8
36610,2024-01-03 14:00:25,sorev_120,BUY,ETHUSDT,2315.45,2220.44,-41.753060528191,0,499.0,-895.8
36611,2024-01-03 16:00:13,so_120,SELL,BTCUSDT,42185.32,42968.01,-24.092013240625,0,405.5,-1093.88
36612,2024-01-03 16:00:18,sor_120,BUY,BTCUSDT,42185.32,42968.01,22.292013240625,1,1093.88,-405.5
36613,2024-01-03 16:00:21,sorev_120,BUY,BTCUSDT,42185.32,42968.01,22.292013240625,1,1093.88,-405.5
36614,2024-01-04 02:00:11,so_120,SELL,BNBUSDT,330.1,311.8,41.0383096031506,1,802.05,-56.78
36615,2024-01-04 02:00:16,sor_120,BUY,BNBUSDT,330.1,311.8,-42.1183096031506,0,56.78,-802.05
36616,2024-01-04 02:00:23,sorev_120,SELL,BNBUSDT,330.1,311.8,41.0383096031506,1,802.05,-56.78
36617,2024-01-04 06:00:10,so_120,BUY,BNBUSDT,311.5,320.7,21.6108828250401,1,238.35,0.0
36618,2024-01-04 06:00:12,sor_120,SELL,BNBUSDT,311.5,320.7,-22.6908828250401,0,0.0,-238.35
36619,2024-01-04 06:00:15,sorev_120,BUY,BNBUSDT,311.5,320.7,21.6108828250401,1,238.35,0.0
36620,2024-01-04 10:00:11,so_120,SELL,MKRUSDT,1894.0,1729.0,43.198606124604,1,1172.1,-166.3
36621,2024-01-04 10:00:14,sor_120,BUY,MKRUSDT,1894.0,1729.0,-43.918606124604,0,166.3,-1172.1
36622,2024-01-04 10:00:16,sorev_120,SELL,MKRUSDT,1894.0,1729.0,43.198606124604,1,1172.1,-166.3
36623,2024-01-05 00:00:06,so_120,BUY,BTCUSDT,42938.0,44181.09,35.2885159998136,1,521.25,-241.5
36624,2024-01-05 00:00:09,sor_120,SELL,BTCUSDT,42938.0,44181.09,-37.0885159998136,0,241.5,-521.25
36625,2024-01-05 00:00:11,sorev_120,SELL,BTCUSDT,42938.0,44181.09,-37.0885159998136,0,241.5,-521.25
36626,2024-01-05 00:00:17,so_120,BUY,SOLUSDT,108.01,104.89,-29.6062142394223,0,174.1,-2121.1
36627,2024-01-05 00:00:20,sor_120,SELL,SOLUSDT,108.01,104.89,28.1662142394223,1,2121.1,-174.1
36628,2024-01-05 00:00:23,sorev_120,SELL,SOLUSDT,108.01,104.89,28.1662142394223,1,2121.1,-174.1
36629,2024-01-05 04:00:14,so_120,BUY,AXSUSDT,8.98,8.1,-49.3577728285078,0,72.4,-946.55
36630,2024-01-05 04:00:19,sor_120,SELL,AXSUSDT,8.98,8.1,48.6377728285078,1,946.55,-72.4
36631,2024-01-05 04:00:23,sorev_120,SELL,AXSUSDT,8.98,8.1,48.6377728285078,1,946.55,-72.4
36632,2024-01-05 04:00:30,so_120,BUY,ETHUSDT,2217.81,2243.73,10.9672049454192,1,339.9,-123.0
36633,2024-01-05 04:00:34,sor_120,SELL,ETHUSDT,2217.81,2243.73,-12.4072049454192,0,123.0,-339.9
36634,2024-01-05 04:00:39,sorev_120,SELL,ETHUSDT,2217.81,2243.73,-12.4072049454192,0,123.0,-339.9
36635,2024-01-05 06:00:07,so_120,SELL,AXSUSDT,8.11,8.12,-0.976522811344007,0,43.15,-18.5
36636,2024-01-05 06:00:11,sor_120,BUY,AXSUSDT,8.11,8.12,0.256522811344007,1,18.5,-43.15
36637,2024-01-05 06:00:15,sorev_120,BUY,AXSUSDT,8.11,8.12,0.256522811344007,1,18.5,-43.15
36638,2024-01-05 16:00:12,so_120,SELL,BNBUSDT,321.0,313.5,16.9833644859813,1,219.6,-147.23
36639,2024-01-05 16:00:18,sor_120,BUY,BNBUSDT,321.0,313.5,-18.0633644859813,0,147.23,-219.6
36640,2024-01-05 16:00:22,sorev_120,SELL,BNBUSDT,321.0,313.5,16.9833644859813,1,219.6,-147.23
36641,2024-01-05 16:00:28,so_120,SELL,SOLUSDT,105.08,98.06,66.0862428625809,1,775.6,-23.8
36642,2024-01-05 16:00:33,sor_120,BUY,SOLUSDT,105.08,98.06,-67.5262428625809,0,23.8,-775.6
36643,2024-01-05 16:00:36,sorev_120,BUY,SOLUSDT,105.08,98.06,-67.5262428625809,0,23.8,-775.6
36644,2024-01-05 22:00:11,so_120,SELL,ETHUSDT,2242.8,2247.16,-2.66399857321191,0,158.5,-116.0
36645,2024-01-05 22:00:14,sor_120,BUY,ETHUSDT,2242.8,2247.16,1.22399857321191,1,116.0,-158.5
36646,2024-01-05 22:00:16,sorev_120,BUY,ETHUSDT,2242.8,2247.16,1.22399857321191,1,116.0,-158.5
36647,2024-01-06 14:00:10,so_120,SELL,BTCUSDT,44172.16,43709.6,12.1896926933165,1,459.13,-39.63
36648,2024-01-06 14:00:16,sor_120,BUY,BTCUSDT,44172.16,43709.6,-13.9896926933165,0,39.63,-459.13
36649,2024-01-06 14:00:21,sorev_120,BUY,BTCUSDT,44172.16,43709.6,-13.9896926933165,0,39.63,-459.13
36650,2024-01-07 00:00:05,so_120,BUY,BTCUSDT,43716.93,43964.89,6.18993060583163,1,119.38,-10.13
36651,2024-01-07 00:00:08,sor_120,SELL,BTCUSDT,43716.93,43964.89,-7.98993060583163,0,10.13,-119.38
36652,2024-01-07 00:00:10,sorev_120,SELL,BTCUSDT,43716.93,43964.89,-7.98993060583163,0,10.13,-119.38
36653,2024-01-07 00:00:19,so_120,BUY,LTCUSDT,73.0,65.65,-76.0536986301369,0,61.65,-1539.08
36654,2024-01-07 00:00:24,sor_120,SELL,LTCUSDT,73.0,65.65,74.9736986301369,1,1539.08,-61.65
36655,2024-01-07 00:00:27,sorev_120,SELL,LTCUSDT,73.0,65.65,74.9736986301369,1,1539.08,-61.65
36656,2024-01-07 00:01:09,so_120,BUY,AXSUSDT,8.11,8.1,-0.976522811344007,0,74.0,-406.9
36657,2024-01-07 00:01:13,sor_120,SELL,AXSUSDT,8.11,8.1,0.256522811344007,1,406.9,-74.0
36658,2024-01-07 00:01:17,sorev_120,SELL,AXSUSDT,8.11,8.1,0.256522811344007,1,406.9,-74.0
36659,2024-01-07 06:00:09,so_120,BUY,EOSUSDT,0.871,0.744,-109.897060849598,0,51.68,-1437.98
36660,2024-01-07 06:00:12,sor_120,SELL,EOSUSDT,0.871,0.744,108.817060849598,1,1437.98,-51.68
36661,2024-01-07 06:00:14,sorev_120,BUY,EOSUSDT,0.871,0.744,-109.897060849598,0,51.68,-1437.98
36662,2024-01-07 10:00:10,so_120,BUY,MKRUSDT,1729.0,1773.0,12.3641179872759,1,367.25,-161.95
36663,2024-01-07 10:00:13,sor_120,SELL,MKRUSDT,1729.0,1773.0,-13.0841179872759,0,161.95,-367.25
36664,2024-01-07 10:00:15,sorev_120,BUY,MKRUSDT,1729.0,1773.0,12.3641179872759,1,367.25,-161.95
36665,2024-01-07 18:00:11,so_120,SELL,EOSUSDT,0.744,0.724,19.6212903225807,1,282.22,-40.35
36666,2024-01-07 18:00:16,sor_120,BUY,EOSUSDT,0.744,0.724,-20.7012903225807,0,40.35,-282.22
36667,2024-01-07 18:00:22,sorev_120,SELL,EOSUSDT,0.744,0.724,19.6212903225807,1,282.22,-40.35
36668,2024-01-07 20:00:11,so_120,SELL,LTCUSDT,65.62,65.28,3.34601036269434,1,155.48,-85.73
36669,2024-01-07 20:00:16,sor_120,BUY,LTCUSDT,65.62,65.28,-4.42601036269434,0,85.73,-155.48
36670,2024-01-07 20:00:20,sorev_120,BUY,LTCUSDT,65.62,65.28,-4.42601036269434,0,85.73,-155.48
36671,2024-01-07 20:00:27,so_120,SELL,AXSUSDT,8.1,7.8,18.1585185185185,1,246.9,-80.25
36672,2024-01-07 20:00:32,sor_120,BUY,AXSUSDT,8.1,7.8,-18.8785185185185,0,80.25,-246.9
36673,2024-01-07 20:00:36,sorev_120,BUY,AXSUSDT,8.1,7.8,-18.8785185185185,0,80.25,-246.9
36674,2024-01-08 06:00:05,so_120,SELL,BTCUSDT,43972.01,43641.74,8.4886429117069,1,222.88,-144.63
36675,2024-01-08 06:00:08,sor_120,BUY,BTCUSDT,43972.01,43641.74,-10.2886429117069,0,144.63,-222.88
36676,2024-01-08 06:00:11,sorev_120,BUY,BTCUSDT,43972.01,43641.74,-10.2886429117069,0,144.63,-222.88
36677,2024-01-08 14:00:06,so_120,BUY,BTCUSDT,43628.0,44927.38,36.3289584670394,1,445.88,-11.75
36678,2024-01-08 14:00:13,sor_120,SELL,BTCUSDT,43628.0,44927.38,-38.1289584670394,0,11.75,-445.88
36679,2024-01-08 14:00:18,sorev_120,SELL,BTCUSDT,43628.0,44927.38,-38.1289584670394,0,11.75,-445.88
36680,2024-01-08 18:00:08,so_120,BUY,ETHUSDT,2245.88,2307.99,26.9350839759914,1,276.6,-353.2
36681,2024-01-08 18:00:11,sor_120,SELL,ETHUSDT,2245.88,2307.99,-28.3750839759914,0,353.2,-276.6
36682,2024-01-08 18:00:14,sorev_120,SELL,ETHUSDT,2245.88,2307.99,-28.3750839759914,0,353.2,-276.6
36683,2024-01-08 20:00:07,so_120,BUY,DOTUSDT,8.439,7.491,-56.5277923924636,0,80.0,-1140.55
36684,2024-01-08 20:00:10,sor_120,SELL,DOTUSDT,8.439,7.491,55.8077923924636,1,1140.55,-80.0
36685,2024-01-08 20:00:12,sorev_120,SELL,DOTUSDT,8.439,7.491,55.8077923924636,1,1140.55,-80.0
36686,2024-01-08 20:00:17,so_120,BUY,LTCUSDT,65.28,67.24,21.9783823529411,1,225.15,-488.25
36687,2024-01-08 20:00:19,sor_120,SELL,LTCUSDT,65.28,67.24,-23.0583823529411,0,488.25,-225.15
36688,2024-01-08 20:00:22,sorev_120,SELL,LTCUSDT,65.28,67.24,-23.0583823529411,0,488.25,-225.15
36689,2024-01-08 20:00:26,so_120,BUY,SOLUSDT,98.27,99.32,9.96484786811842,1,220.8,-1332.0
36690,2024-01-08 20:00:29,sor_120,SELL,SOLUSDT,98.27,99.32,-11.4048478681184,0,1332.0,-220.8
36691,2024-01-08 20:00:31,sorev_120,SELL,SOLUSDT,98.27,99.32,-11.4048478681184,0,1332.0,-220.8
36692,2024-01-08 22:00:08,so_120,BUY,XRPUSDT,0.5652,0.5772,15.3835668789809,1,378.15,-264.08
36693,2024-01-08 22:00:11,sor_120,SELL,XRPUSDT,0.5652,0.5772,-16.4635668789809,0,264.08,-378.15
36694,2024-01-08 22:00:14,sorev_120,BUY,XRPUSDT,0.5652,0.5772,15.3835668789809,1,378.15,-264.08
36695,2024-01-09 00:00:07,so_120,BUY,EOSUSDT,0.724,0.739,14.9986740331492,1,176.1,-569.78
36696,2024-01-09 00:00:13,sor_120,SELL,EOSUSDT,0.724,0.739,-16.0786740331492,0,569.78,-176.1
36697,2024-01-09 00:00:18,sorev_120,BUY,EOSUSDT,0.724,0.739,14.9986740331492,1,176.1,-569.78
36698,2024-01-09 02:00:13,so_120,BUY,BNBUSDT,313.7,299.7,-34.0114695569015,0,102.83,-564.23
36699,2024-01-09 02:00:18,sor_120,SELL,BNBUSDT,313.7,299.7,32.9314695569015,1,564.23,-102.83
36700,2024-01-09 02:00:25,sorev_120,BUY,BNBUSDT,313.7,299.7,-34.0114695569015,0,102.83,-564.23
36701,2024-01-09 02:00:57,so_120,BUY,AXSUSDT,7.81,7.82,0.280204865557021,1,96.05,-614.6
36702,2024-01-09 02:01:02,sor_120,SELL,AXSUSDT,7.81,7.82,-1.00020486555702,0,614.6,-96.05
36703,2024-01-09 02:01:06,sorev_120,SELL,AXSUSDT,7.81,7.82,-1.00020486555702,0,614.6,-96.05
36704,2024-01-09 18:00:07,so_120,SELL,XRPUSDT,0.5773,0.5608,20.8959951498355,1,311.78,-40.28
36705,2024-01-09 18:00:11,sor_120,BUY,XRPUSDT,0.5773,0.5608,-21.9759951498355,0,40.28,-311.78
36706,2024-01-09 18:00:16,sorev_120,SELL,XRPUSDT,0.5773,0.5608,20.8959951498355,1,311.78,-40.28
36707,2024-01-09 18:00:25,so_120,SELL,EOSUSDT,0.739,0.699,40.0553991880921,1,507.45,-20.33
36708,2024-01-09 18:00:30,sor_120,BUY,EOSUSDT,0.739,0.699,-41.1353991880921,0,20.33,-507.45
36709,2024-01-09 18:00:36,sorev_120,SELL,EOSUSDT,0.739,0.699,40.0553991880921,1,507.45,-20.33
36710,2024-01-09 20:00:06,so_120,SELL,MKRUSDT,1772.0,1780.0,-2.61733634311512,0,191.85,-575.6
36711,2024-01-09 20:00:10,sor_120,BUY,MKRUSDT,1772.0,1780.0,1.89733634311512,1,575.6,-191.85
36712,2024-01-09 20:00:15,sorev_120,SELL,MKRUSDT,1772.0,1780.0,-2.61733634311512,0,191.85,-575.6
36713,2024-01-09 20:00:25,so_120,SELL,AXSUSDT,7.81,7.31,31.6502432778489,1,358.5,-96.05
36714,2024-01-09 20:00:31,sor_120,BUY,AXSUSDT,7.81,7.31,-32.3702432778489,0,96.05,-358.5
36715,2024-01-09 20:00:36,sorev_120,BUY,AXSUSDT,7.81,7.31,-32.3702432778489,0,96.05,-358.5
36716,2024-01-09 22:00:10,so_120,SELL,DOTUSDT,7.493,6.981,33.8052208728147,1,390.35,-21.35
36717,2024-01-09 22:00:16,sor_120,BUY,DOTUSDT,7.493,6.981,-34.5252208728147,0,21.35,-390.35
36718,2024-01-09 22:00:20,sorev_120,BUY,DOTUSDT,7.493,6.981,-34.5252208728147,0,21.35,-390.35
36719,2024-01-10 02:00:11,so_120,BUY,MKRUSDT,1779.0,1877.0,27.1835637998876,1,295.1,-22.5
36720,2024-01-10 02:00:17,sor_120,SELL,MKRUSDT,1779.0,1877.0,-27.9035637998876,0,22.5,-295.1
36721,2024-01-10 02:00:22,sorev_120,BUY,MKRUSDT,1779.0,1877.0,27.1835637998876,1,295.1,-22.5
36722,2024-01-10 04:00:09,so_120,SELL,BNBUSDT,299.9,302.0,-5.7917505835279,0,102.53,-172.58
36723,2024-01-10 04:00:12,sor_120,BUY,BNBUSDT,299.9,302.0,4.7117505835279,1,172.58,-102.53
36724,2024-01-10 04:00:15,sorev_120,SELL,BNBUSDT,299.9,302.0,-5.7917505835279,0,102.53,-172.58
36725,2024-01-10 06:00:06,so_120,BUY,XRPUSDT,0.5608,0.5677,8.68788873038519,1,243.38,-6.68
36726,2024-01-10 06:00:09,sor_120,SELL,XRPUSDT,0.5608,0.5677,-9.76788873038519,0,6.68,-243.38
36727,2024-01-10 06:00:12,sorev_120,BUY,XRPUSDT,0.5608,0.5677,8.68788873038519,1,243.38,-6.68
36728,2024-01-10 08:00:12,so_120,SELL,BTCUSDT,44949.98,45760.01,-23.4258720916004,0,75.88,-833.88
36729,2024-01-10 08:00:16,sor_120,BUY,BTCUSDT,44949.98,45760.01,21.6258720916004,1,833.88,-75.88
36730,2024-01-10 08:00:19,sorev_120,BUY,BTCUSDT,44949.98,45760.01,21.6258720916004,1,833.88,-75.88
36731,2024-01-10 10:00:06,so_120,SELL,XRPUSDT,0.5676,0.5664,1.04562367864691,1,120.23,-2.63
36732,2024-01-10 10:00:10,sor_120,BUY,XRPUSDT,0.5676,0.5664,-2.12562367864691,0,2.63,-120.23
36733,2024-01-10 10:00:13,sorev_120,SELL,XRPUSDT,0.5676,0.5664,1.04562367864691,1,120.23,-2.63
36734,2024-01-10 14:00:15,so_120,SELL,SOLUSDT,99.23,93.74,54.6060102791495,1,706.4,-504.9
36735,2024-01-10 14:00:22,sor_120,BUY,SOLUSDT,99.23,93.74,-56.0460102791495,0,504.9,-706.4
36736,2024-01-10 14:00:28,sorev_120,BUY,SOLUSDT,99.23,93.74,-56.0460102791495,0,504.9,-706.4
36737,2024-01-10 22:00:06,so_120,BUY,XRPUSDT,0.5665,0.6,43.811279788173,1,443.55,-217.13
36738,2024-01-10 22:00:10,sor_120,SELL,XRPUSDT,0.5665,0.6,-44.891279788173,0,217.13,-443.55
36739,2024-01-10 22:00:16,sorev_120,BUY,XRPUSDT,0.5665,0.6,43.811279788173,1,443.55,-217.13
36740,2024-01-10 22:00:24,so_120,BUY,EOSUSDT,0.7,0.753,56.2457142857143,1,567.82,-160.73
36741,2024-01-10 22:00:30,sor_120,SELL,EOSUSDT,0.7,0.753,-57.3257142857143,0,160.73,-567.82
36742,2024-01-10 22:00:35,sorev_120,BUY,EOSUSDT,0.7,0.753,56.2457142857143,1,567.82,-160.73
36743,2024-01-10 22:00:42,so_120,BUY,AXSUSDT,7.31,8.09,52.9915731874145,1,533.5,-82.1
36744,2024-01-10 22:00:47,sor_120,SELL,AXSUSDT,7.31,8.09,-53.7115731874145,0,82.1,-533.5
36745,2024-01-10 22:00:51,sorev_120,SELL,AXSUSDT,7.31,8.09,-53.7115731874145,0,82.1,-533.5
36746,2024-01-11 00:00:09,so_120,BUY,DOTUSDT,6.999,8.0,71.1502157451065,1,778.7,-132.9
36747,2024-01-11 00:00:17,sor_120,SELL,DOTUSDT,6.999,8.0,-71.8702157451065,0,132.9,-778.7
36748,2024-01-11 00:00:23,sorev_120,SELL,DOTUSDT,6.999,8.0,-71.8702157451065,0,132.9,-778.7
36749,2024-01-11 04:00:11,so_120,BUY,BTCUSDT,45767.15,46503.64,19.2151371671602,1,524.0,-385.75
36750,2024-01-11 04:00:14,sor_120,SELL,BTCUSDT,45767.15,46503.64,-21.0151371671602,0,385.75,-524.0
36751,2024-01-11 04:00:18,sorev_120,SELL,BTCUSDT,45767.15,46503.64,-21.0151371671602,0,385.75,-524.0
36752,2024-01-11 04:00:23,so_120,BUY,BNBUSDT,302.0,306.6,10.8838410596027,1,196.2,-322.88
36753,2024-01-11 04:00:27,sor_120,SELL,BNBUSDT,302.0,306.6,-11.9638410596027,0,322.88,-196.2
36754,2024-01-11 04:00:30,sorev_120,BUY,BNBUSDT,302.0,306.6,10.8838410596027,1,196.2,-322.88
36755,2024-01-11 06:00:08,so_120,BUY,SOLUSDT,93.89,99.87,62.9715539461072,1,1233.4,-177.9
36756,2024-01-11 06:00:12,sor_120,SELL,SOLUSDT,93.89,99.87,-64.4115539461072,0,177.9,-1233.4
36757,2024-01-11 06:00:18,sorev_120,SELL,SOLUSDT,93.89,99.87,-64.4115539461072,0,177.9,-1233.4
36758,2024-01-12 08:00:07,so_120,SELL,BTCUSDT,46454.0,45993.73,11.4851013906229,1,224.88,-670.25
36759,2024-01-12 08:00:12,sor_120,BUY,BTCUSDT,46454.0,45993.73,-13.2851013906229,0,670.25,-224.88
36760,2024-01-12 08:00:18,sorev_120,BUY,BTCUSDT,46454.0,45993.73,-13.2851013906229,0,670.25,-224.88
36761,2024-01-12 08:00:28,so_120,SELL,SOLUSDT,99.8,98.75,9.80104208416831,1,229.5,-732.5
36762,2024-01-12 08:00:34,sor_120,BUY,SOLUSDT,99.8,98.75,-11.2410420841683,0,732.5,-229.5
36763,2024-01-12 08:00:40,sorev_120,BUY,SOLUSDT,99.8,98.75,-11.2410420841683,0,732.5,-229.5
36764,2024-01-12 16:00:06,so_120,SELL,XRPUSDT,0.5988,0.5869,14.3648096192385,1,190.35,-304.35
36765,2024-01-12 16:00:12,sor_120,BUY,XRPUSDT,0.5988,0.5869,-15.4448096192385,0,304.35,-190.35
36766,2024-01-12 16:00:18,sorev_120,SELL,XRPUSDT,0.5988,0.5869,14.3648096192385,1,190.35,-304.35
36767,2024-01-12 18:00:11,so_120,SELL,DOTUSDT,7.982,7.81,10.4142420446004,1,266.2,-373.95
36768,2024-01-12 18:00:18,sor_120,BUY,DOTUSDT,7.982,7.81,-11.1342420446004,0,373.95,-266.2
36769,2024-01-12 18:00:23,sorev_120,BUY,DOTUSDT,7.982,7.81,-11.1342420446004,0,373.95,-266.2
36770,2024-01-12 20:00:07,so_120,SELL,BNBUSDT,306.6,300.9,13.4032485322897,1,237.3,-249.53
36771,2024-01-12 20:00:11,sor_120,BUY,BNBUSDT,306.6,300.9,-14.4832485322897,0,249.53,-237.3
36772,2024-01-12 20:00:15,sorev_120,SELL,BNBUSDT,306.6,300.9,13.4032485322897,1,237.3,-249.53
36773,2024-01-12 20:00:21,so_120,SELL,AXSUSDT,8.08,8.18,-6.54811881188117,0,105.2,-563.1
36774,2024-01-12 20:00:25,sor_120,BUY,AXSUSDT,8.08,8.18,5.82811881188117,1,563.1,-105.2
36775,2024-01-12 20:00:28,sorev_120,BUY,AXSUSDT,8.08,8.18,5.82811881188117,1,563.1,-105.2
36776,2024-01-13 00:00:15,so_120,SELL,MKRUSDT,1877.0,2026.0,-40.0509962706446,0,18.65,-1036.25
36777,2024-01-13 00:00:18,sor_120,BUY,MKRUSDT,1877.0,2026.0,39.3309962706446,1,1036.25,-18.65
36778,2024-01-13 00:00:23,sorev_120,SELL,MKRUSDT,1877.0,2026.0,-40.0509962706446,0,18.65,-1036.25
36779,2024-01-13 00:00:33,so_120,SELL,ETHUSDT,2310.55,2525.2,-93.6199588842482,0,353.2,-1759.5
36780,2024-01-13 00:00:39,sor_120,BUY,ETHUSDT,2310.55,2525.2,92.1799588842482,1,1759.5,-353.2
