"id","instrument","timeframe","ok_percent","ok_final_percent","avg_diff","avg_candle_size","side","volume","candle_count"
16807,RSS3USDT,HOURLY,7.0063696,78.78788,0.70181227,3.891324,LONG,1781115.0,471
16808,RSS3USDT,HOURLY,48.00759,12.648221,1.510384,1.3486944,SHORT,1781115.0,527
16809,RUNEUSDT,HOURLY,7.2186837,64.70588,0.3620633,2.2157807,LONG,28951920,471
16810,RUNEUSDT,HOURLY,45.686275,16.309013,1.0363915,0.9506132,SHORT,28951920,510
16811,RVNUSDT,HOURLY,6.724512,61.29032,0.26881453,1.8551562,LONG,1280413.0,461
16812,RVNUSDT,HOURLY,40.612244,19.59799,0.894059,0.8419777,SHORT,1280413.0,490
16813,SAFEUSDT,HOURLY,6.034483,75.0,0.351815,2.5029676,LONG,1617204.0,464
16814,SAFEUSDT,HOURLY,49.52741,14.122137,0.8775139,0.68194216,SHORT,1617204.0,529
16815,SAGAUSDT,HOURLY,5.9080963,85.18519,0.60474515,3.5180044,LONG,14702319,457
16816,SAGAUSDT,HOURLY,36.783733,17.085426,1.6261889,1.5596013,SHORT,14702319,541
16817,SANDUSDT,HOURLY,7.4074073,50.0,0.29526925,1.8585727,LONG,10769653,459
16818,SANDUSDT,HOURLY,40.384617,21.428572,0.88095427,0.83735824,SHORT,10769653,520
16819,SCAUSDT,HOURLY,6.712963,82.75862,0.61151534,3.6840267,LONG,422410.0,432
16820,SCAUSDT,HOURLY,39.60217,13.242009,1.3755041,1.222711,SHORT,422410.0,553
16821,SCRTUSDT,HOURLY,6.329114,63.333332,0.3576634,2.1196487,LONG,444137.0,474
16822,SCRTUSDT,HOURLY,54.63511,14.079422,0.8829377,0.7415399,SHORT,444137.0,507
16823,SCUSDT,HOURLY,6.2240663,90.0,0.4048217,2.736718,LONG,1203385.0,482
16824,SCUSDT,HOURLY,34.738956,19.075144,0.9490307,0.93948346,SHORT,1203385.0,498
16825,SEIUSDT,HOURLY,7.6754384,60.0,0.47919974,2.8242123,LONG,38191499,456
16826,SEIUSDT,HOURLY,44.3609,11.016949,1.3067758,1.160463,SHORT,38191499,532
16827,SFPUSDT,HOURLY,6.827309,76.47059,0.29076922,1.8190806,LONG,608451.0,498
16828,SFPUSDT,HOURLY,37.65182,11.290322,0.81973386,0.8185054,SHORT,608451.0,494
16829,SHIB1000PERP,HOURLY,7.096774,69.69697,0.1766298,2.0593636,LONG,181579.0,465
16830,SHIB1000PERP,HOURLY,45.384617,19.067797,0.8887284,0.75980306,SHORT,181579.0,520
16831,SHIB1000USDT,HOURLY,7.2016463,80.0,0.35524392,2.2646961,LONG,269474942,486
16832,SHIB1000USDT,HOURLY,40.74803,22.222221,1.0194122,0.97887385,SHORT,269474942,508
16833,SILLYUSDT,HOURLY,6.5645514,66.666664,0.6557383,3.8545613,LONG,1110215.0,457
16834,SILLYUSDT,HOURLY,48.653847,14.229249,1.7222003,1.4941792,SHORT,1110215.0,520
16835,SKLUSDT,HOURLY,6.78337,64.51613,0.38885656,2.4049637,LONG,656193.0,457
16836,SKLUSDT,HOURLY,45.50562,17.695473,1.0585247,0.9354724,SHORT,656193.0,534
16837,SLERFUSDT,HOURLY,6.275304,80.645164,0.5707394,3.4258113,LONG,4475216.0,494
16838,SLERFUSDT,HOURLY,49.284252,14.937759,1.5776321,1.4520869,SHORT,4475216.0,489
16839,SLPUSDT,HOURLY,6.0085835,75.0,0.3991654,2.539295,LONG,9058189.0,466
16840,SLPUSDT,HOURLY,45.52529,17.521368,1.0607133,0.9166317,SHORT,9058189.0,514
16841,SNTUSDT,HOURLY,4.1580043,95.0,0.4077468,2.892961,LONG,804154.0,481
16842,SNTUSDT,HOURLY,40.4908,23.737373,0.89767987,0.8508926,SHORT,804154.0,489
16843,SNXUSDT,HOURLY,6.3965883,73.333336,0.34225482,1.990932,LONG,3648579.0,469
16844,SNXUSDT,HOURLY,38.508064,19.371727,0.9735238,0.9694196,SHORT,3648579.0,496
16845,SOL-02AUG24,HOURLY,6.1728396,40.0,0.25574508,1.7271665,LONG,3293.0,81
16846,SOL-02AUG24,HOURLY,49.275364,2.9411764,0.88569736,0.6753804,SHORT,3293.0,69
16847,SOL-19JUL24,HOURLY,6.451613,43.75,0.30938742,2.05701,LONG,93586.0,248
16848,SOL-19JUL24,HOURLY,52.742615,8.8,0.9163562,0.7714508,SHORT,93586.0,237
16849,SOL-26JUL24,HOURLY,7.4941454,68.75,0.3487715,2.145723,LONG,38169.0,427
16850,SOL-26JUL24,HOURLY,50.45662,9.954751,0.95986724,0.8224552,SHORT,38169.0,438
16851,SOL-30AUG24,HOURLY,7.142857,58.333332,0.390253,2.2515755,LONG,25083.0,168
16852,SOL-30AUG24,HOURLY,63.08725,3.1914895,1.1345017,0.8890496,SHORT,25083.0,149
16853,SOLPERP,HOURLY,6.854839,76.47059,0.2917648,2.0048609,LONG,2329089.0,496
16854,SOLPERP,HOURLY,42.6,15.492958,0.9043502,0.82744277,SHORT,2329089.0,500
16855,SOLUSDT,HOURLY,6.6132264,72.72727,0.33925593,2.056407,LONG,1199783212,499
16856,SOLUSDT,HOURLY,39.0,17.435898,0.95796907,0.923505,SHORT,1199783212,500
16857,SPECUSDT,HOURLY,6.736842,81.25,0.7190161,4.1628575,LONG,2255468.0,475
16858,SPECUSDT,HOURLY,57.005756,13.468014,1.7600079,1.4238995,SHORT,2255468.0,521
16859,SPELLUSDT,HOURLY,6.100218,50.0,0.39719474,2.4266431,LONG,2138445.0,459
16860,SPELLUSDT,HOURLY,37.121212,16.836735,1.0725011,1.0484924,SHORT,2138445.0,528
16861,SSVUSDT,HOURLY,6.4102564,70.0,0.48043084,2.8753166,LONG,7406575.0,468
16862,SSVUSDT,HOURLY,42.337166,14.479638,1.3296952,1.1411017,SHORT,7406575.0,522
16863,STEEMUSDT,HOURLY,7.1278825,70.588234,0.25055927,1.7480652,LONG,879561.0,477
16864,STEEMUSDT,HOURLY,34.01639,19.27711,0.8011535,0.8451383,SHORT,879561.0,488
16865,STGUSDT,HOURLY,6.451613,70.0,0.29396906,1.923063,LONG,3264893.0,465
16866,STGUSDT,HOURLY,45.384617,18.220339,0.8868714,0.82419723,SHORT,3264893.0,520
16867,STMXUSDT,HOURLY,7.2614107,68.57143,0.4337331,2.7664585,LONG,3896687.0,482
16868,STMXUSDT,HOURLY,37.869823,19.791666,1.169558,1.1403849,SHORT,3896687.0,507
16869,STORJUSDT,HOURLY,7.142857,62.857143,0.35320812,2.0971851,LONG,3871869.0,490
16870,STORJUSDT,HOURLY,32.05645,17.610064,0.9907871,1.0646964,SHORT,3871869.0,496
16871,STPTUSDT,HOURLY,6.804124,72.72727,0.38775766,2.6258018,LONG,181720.0,485
16872,STPTUSDT,HOURLY,35.390945,17.44186,0.9140766,0.8496103,SHORT,181720.0,486
16873,STRKPERP,HOURLY,6.6974597,68.965515,0.2908475,2.5820522,LONG,16942.0,433
16874,STRKPERP,HOURLY,49.126213,17.391304,1.2260864,1.0244166,SHORT,16942.0,515
16875,STRKUSDT,HOURLY,7.055961,72.413795,0.47499043,2.7562332,LONG,36975619,411
16876,STRKUSDT,HOURLY,47.709923,14.0,1.3749608,1.1755614,SHORT,36975619,524
16877,STXUSDT,HOURLY,6.6666665,80.645164,0.4897777,2.9373562,LONG,24156398,465
16878,STXUSDT,HOURLY,41.011234,13.242009,1.3280522,1.1684619,SHORT,24156398,534
16879,SUIPERP,HOURLY,6.05428,51.724136,0.24946673,2.2352042,LONG,21442.0,479
16880,SUIPERP,HOURLY,49.315067,15.079365,1.0290813,0.84776413,SHORT,21442.0,511
16881,SUIUSDT,HOURLY,6.860707,42.424244,0.3887994,2.3626182,LONG,28362006,481
16882,SUIUSDT,HOURLY,44.05458,14.601769,1.1509618,1.0335239,SHORT,28362006,513
16883,SUNUSDT,HOURLY,6.584362,78.125,0.15543295,0.9117741,LONG,347662.0,486
16884,SUNUSDT,HOURLY,43.407707,19.626167,0.4040413,0.39643577,SHORT,347662.0,493
16885,SUPERUSDT,HOURLY,8.102345,65.789474,0.38921627,2.4500444,LONG,2465238.0,469
16886,SUPERUSDT,HOURLY,45.057034,13.92405,1.1511759,1.0471375,SHORT,2465238.0,526
16887,SUSHIUSDT,HOURLY,7.563025,55.555557,0.3157811,2.020128,LONG,4473173.0,476
16888,SUSHIUSDT,HOURLY,36.346153,19.57672,0.969787,0.93312985,SHORT,4473173.0,520
16889,SWEATUSDT,HOURLY,6.786427,70.588234,0.4130276,2.9901886,LONG,8405480.0,501
16890,SWEATUSDT,HOURLY,41.751526,17.073172,1.1532854,0.9982966,SHORT,8405480.0,491
16891,SXPUSDT,HOURLY,7.158837,59.375,0.2428519,1.713776,LONG,632735.0,447
16892,SXPUSDT,HOURLY,33.908047,24.293785,0.8320244,0.8258534,SHORT,632735.0,522
16893,TAIKOUSDT,HOURLY,7.1287127,72.22222,0.65725595,3.522342,LONG,8242716.0,505
16894,TAIKOUSDT,HOURLY,53.658535,23.484848,1.4885931,1.3160801,SHORT,8242716.0,492
16895,TAOUSDT,HOURLY,6.4102564,80.0,0.5243293,3.0118291,LONG,26280917,468
16896,TAOUSDT,HOURLY,41.165413,14.1552515,1.453031,1.3348309,SHORT,26280917,532
16897,THETAUSDT,HOURLY,7.368421,60.0,0.34945264,2.2082353,LONG,3015224.0,475
16898,THETAUSDT,HOURLY,36.416183,18.518518,1.0524564,1.0398505,SHORT,3015224.0,519
16899,TIAPERP,HOURLY,6.971678,68.75,0.37038314,2.9171357,LONG,112826.0,459
16900,TIAPERP,HOURLY,33.901516,13.407822,1.3257637,1.3176425,SHORT,112826.0,528
16901,TIAUSDT,HOURLY,7.2961373,70.588234,0.5307995,3.0142257,LONG,68374554,466
16902,TIAUSDT,HOURLY,36.450382,14.659686,1.4237024,1.4110304,SHORT,68374554,524
16903,TLMUSDT,HOURLY,6.695464,64.51613,0.3830449,2.3800216,LONG,6815636.0,463
16904,TLMUSDT,HOURLY,39.285713,20.095694,1.0525628,1.0262576,SHORT,6815636.0,532
16905,TNSRUSDT,HOURLY,5.8685446,60.0,0.60934186,3.3940341,LONG,6972168.0,426
16906,TNSRUSDT,HOURLY,36.906853,18.095238,1.598053,1.4931614,SHORT,6972168.0,569
16907,TOKENUSDT,HOURLY,7.505519,76.47059,0.5696241,3.3327649,LONG,7266653.0,453
16908,TOKENUSDT,HOURLY,42.22222,15.789474,1.6700724,1.5138402,SHORT,7266653.0,540
16909,TOMIUSDT,HOURLY,8.131868,72.97298,0.7597561,4.8065124,LONG,973389.0,455
16910,TOMIUSDT,HOURLY,48.183556,13.095238,1.896926,1.6094458,SHORT,973389.0,523
16911,TONPERP,HOURLY,7.4074073,65.789474,0.20643322,1.6420013,LONG,84406.0,513
16912,TONPERP,HOURLY,48.55967,15.677966,0.76108074,0.66394424,SHORT,84406.0,486
16913,TONUSDT,HOURLY,7.34127,62.162163,0.2707157,1.7270064,LONG,48808352,504
16914,TONUSDT,HOURLY,46.262627,15.720524,0.8519353,0.7572882,SHORT,48808352,495
16915,TRBUSDT,HOURLY,6.2761507,80.0,0.5339053,3.2951915,LONG,45232903,478
16916,TRBUSDT,HOURLY,37.13733,21.875,1.4004048,1.336437,SHORT,45232903,517
16917,TRUUSDT,HOURLY,7.725322,61.11111,0.65783525,3.761233,LONG,2458501.0,466
16918,TRUUSDT,HOURLY,42.213882,11.555555,1.8121034,1.6192799,SHORT,2458501.0,533
16919,TRXUSDT,HOURLY,6.0439563,72.72727,0.08924598,0.64299077,LONG,2526158.0,546
16920,TRXUSDT,HOURLY,49.086758,15.813953,0.29120925,0.24422944,SHORT,2526158.0,438
16921,TUSDT,HOURLY,6.9414315,78.125,0.26401487,1.8260009,LONG,533371.0,461
16922,TUSDT,HOURLY,38.431374,21.938776,0.89242077,0.86361235,SHORT,533371.0,510
16923,TWTUSDT,HOURLY,7.3839664,48.57143,0.29600805,1.9040667,LONG,1265589.0,474
16924,TWTUSDT,HOURLY,38.579655,14.42786,0.9208737,0.8385618,SHORT,1265589.0,521
16925,UMAUSDT,HOURLY,7.252747,66.666664,0.39119506,2.435749,LONG,14062661,455
16926,UMAUSDT,HOURLY,45.155037,14.592275,1.0906937,0.97919774,SHORT,14062661,516
16927,UNFIUSDT,HOURLY,6.3917527,90.32258,0.5439864,3.6731892,LONG,3873476.0,485
16928,UNFIUSDT,HOURLY,40.47151,19.902912,1.4931585,1.3220503,SHORT,3873476.0,509
16929,UNIUSDT,HOURLY,6.144068,58.62069,0.4006324,2.4597087,LONG,21152279,472
16930,UNIUSDT,HOURLY,42.366413,16.216217,1.0856495,0.95972574,SHORT,21152279,524
16931,USDCUSDT,HOURLY,2.8673835,87.5,0.0031180826,0.030543586,LONG,852801.0,279
16932,USDCUSDT,HOURLY,36.090225,12.5,0.014908142,0.013451585,SHORT,852801.0,266
16933,USTCUSDT,HOURLY,6.1702127,82.75862,0.4665543,3.251499,LONG,8913701.0,470
16934,USTCUSDT,HOURLY,41.365463,18.93204,1.2793179,1.1690849,SHORT,8913701.0,498
16935,VANRYUSDT,HOURLY,7.2687225,75.757576,0.5351095,3.0696332,LONG,1822209.0,454
16936,VANRYUSDT,HOURLY,40.66148,11.4832535,1.4872359,1.3625207,SHORT,1822209.0,514
16937,VELOUSDT,HOURLY,8.52018,63.157894,0.7044973,4.0475497,LONG,1700377.0,446
16938,VELOUSDT,HOURLY,48.194946,12.734082,1.7941725,1.5330303,SHORT,1700377.0,554
16939,VETUSDT,HOURLY,5.75693,66.666664,0.34240842,2.1725552,LONG,3744263.0,469
16940,VETUSDT,HOURLY,43.385216,13.452915,0.9890767,0.9006308,SHORT,3744263.0,514
16941,VGXUSDT,HOURLY,5.590062,96.296295,0.623438,3.8770893,LONG,1327791.0,483
16942,VGXUSDT,HOURLY,43.02554,12.328767,1.2590647,1.1059554,SHORT,1327791.0,509
16943,VRAUSDT,HOURLY,7.628866,59.45946,0.4995138,2.9316716,LONG,2963879.0,485
16944,VRAUSDT,HOURLY,43.222004,19.09091,1.3968437,1.3065188,SHORT,2963879.0,509
16945,VTHOUSDT,HOURLY,6.3965883,76.666664,0.4392395,2.6580794,LONG,444974.0,469
16946,VTHOUSDT,HOURLY,40.643864,14.851485,1.0562872,1.0093839,SHORT,444974.0,497
16947,WAVESUSDT,HOURLY,5.8577404,85.71429,0.50944346,3.2997599,LONG,34249258,478
16948,WAVESUSDT,HOURLY,41.448692,18.446602,1.2656983,1.179788,SHORT,34249258,497
16949,WAXPUSDT,HOURLY,8.351178,76.92308,0.28538638,1.8997053,LONG,434969.0,467
16950,WAXPUSDT,HOURLY,42.209072,22.897196,0.87944216,0.85479414,SHORT,434969.0,507
16951,WIFPERP,HOURLY,7.0539417,70.588234,0.5805692,3.8688517,LONG,195831.0,482
16952,WIFPERP,HOURLY,45.34884,11.538462,1.7307652,1.542833,SHORT,195831.0,516
16953,WIFUSDT,HOURLY,6.962025,63.636364,0.6906911,3.9576583,LONG,316907882,474
16954,WIFUSDT,HOURLY,48.664124,11.372549,1.8467245,1.5481476,SHORT,316907882,524
16955,WLDPERP,HOURLY,5.9866962,70.37037,0.45621598,3.6947184,LONG,403008.0,451
16956,WLDPERP,HOURLY,33.395523,22.905027,1.5462339,1.5759838,SHORT,403008.0,536
16957,WLDUSDT,HOURLY,6.081081,66.666664,0.6172334,3.770585,LONG,454406903,444
16958,WLDUSDT,HOURLY,34.981686,19.895288,1.660564,1.5619701,SHORT,454406903,546
16959,WOOUSDT,HOURLY,7.852194,67.64706,0.36859554,2.3577368,LONG,2089640.0,433
16960,WOOUSDT,HOURLY,46.654274,13.944223,1.0945079,0.91421306,SHORT,2089640.0,538
16961,WUSDT,HOURLY,7.505519,70.588234,0.5386805,3.1301925,LONG,8963338.0,453
16962,WUSDT,HOURLY,40.1487,15.740741,1.4747504,1.3786911,SHORT,8963338.0,538
16963,XAIUSDT,HOURLY,6.9506726,83.870964,0.60774803,3.814928,LONG,30000631,446
16964,XAIUSDT,HOURLY,34.48905,20.10582,1.5479665,1.5714154,SHORT,30000631,548
16965,XCHUSDT,HOURLY,6.6805844,65.625,0.31430215,1.9412016,LONG,322566.0,479
16966,XCHUSDT,HOURLY,37.037037,28.88889,0.8298133,0.89901507,SHORT,322566.0,486
16967,XCNUSDT,HOURLY,6.0165977,86.206894,0.37852648,2.571111,LONG,511676.0,482
16968,XCNUSDT,HOURLY,44.921875,16.52174,0.875221,0.7577542,SHORT,511676.0,512
16969,XEMUSDT,HOURLY,6.5263157,83.870964,0.4259963,2.6541708,LONG,14229849,475
16970,XEMUSDT,HOURLY,41.041668,19.289341,1.0775449,1.0074309,SHORT,14229849,480
16971,XLMUSDT,HOURLY,6.311637,75.0,0.20008993,1.5079592,LONG,14155440,507
16972,XLMUSDT,HOURLY,37.55187,20.994474,0.673893,0.66787136,SHORT,14155440,482
16973,XMRUSDT,HOURLY,7.8313255,61.53846,0.23697568,1.6351618,LONG,1006495.0,498
16974,XMRUSDT,HOURLY,46.262627,13.537118,0.75095284,0.6419784,SHORT,1006495.0,495
16975,XNOUSDT,HOURLY,6.804124,63.636364,0.3650682,2.1790445,LONG,329144.0,485
16976,XNOUSDT,HOURLY,47.62846,14.937759,0.92019343,0.81200916,SHORT,329144.0,506
16977,XRDUSDT,HOURLY,5.7494864,71.42857,0.20280877,1.2695843,LONG,182120.0,487
16978,XRDUSDT,HOURLY,40.412373,24.489796,0.5992896,0.6149927,SHORT,182120.0,485
16979,XRPPERP,HOURLY,5.6751466,86.206894,0.19203807,1.6728541,LONG,1869954.0,511
16980,XRPPERP,HOURLY,41.64859,23.4375,0.6478741,0.6267456,SHORT,1869954.0,461
16981,XRPUSDT,HOURLY,6.102362,80.645164,0.24709755,1.7426009,LONG,1057144689,508
16982,XRPUSDT,HOURLY,36.864407,27.586206,0.6939009,0.71003485,SHORT,1057144689,472
16983,XTZUSDT,HOURLY,7.643312,50.0,0.24903135,1.6672065,LONG,1826443.0,471
16984,XTZUSDT,HOURLY,39.57935,18.84058,0.7832427,0.7150339,SHORT,1826443.0,523
16985,XVGUSDT,HOURLY,6.21118,56.666668,0.37057355,2.2029016,LONG,463005.0,483
16986,XVGUSDT,HOURLY,38.899803,21.212122,0.9971488,0.9923091,SHORT,463005.0,509
16987,XVSUSDT,HOURLY,7.6923075,63.88889,0.4001728,2.3993173,LONG,625448.0,468
16988,XVSUSDT,HOURLY,38.74046,18.2266,1.085307,1.0387979,SHORT,625448.0,524
16989,YFIUSDT,HOURLY,8.471074,68.29269,0.27999827,1.7521492,LONG,2673764.0,484
16990,YFIUSDT,HOURLY,36.767677,23.626373,0.78340477,0.7917404,SHORT,2673764.0,495
16991,YGGUSDT,HOURLY,7.6754384,68.57143,0.5394787,2.905774,LONG,12151973,456
16992,YGGUSDT,HOURLY,47.18045,15.139442,1.2959651,1.1089252,SHORT,12151973,532
16993,ZBCNUSDT,HOURLY,8.185841,72.97298,0.5285193,3.3220806,LONG,726269.0,452
16994,ZBCNUSDT,HOURLY,49.112427,12.851406,1.4317827,1.2345517,SHORT,726269.0,507
16995,ZCXUSDT,HOURLY,6.923077,72.22222,0.7583316,4.875145,LONG,216383.0,260
16996,ZCXUSDT,HOURLY,49.83051,15.646258,1.9373273,1.6172376,SHORT,216383.0,295
16997,ZECUSDT,HOURLY,7.056452,74.28571,0.39210358,2.4460127,LONG,7226336.0,496
16998,ZECUSDT,HOURLY,44.397465,17.142857,1.0133241,0.9102946,SHORT,7226336.0,473
16999,ZENUSDT,HOURLY,6.9529653,85.29412,0.5112055,3.6924586,LONG,8989247.0,489
17000,ZENUSDT,HOURLY,41.43426,16.346153,1.3743136,1.2178293,SHORT,8989247.0,502
17001,ZETAUSDT,HOURLY,7.709251,71.42857,0.53497463,2.867502,LONG,10173997,454
17002,ZETAUSDT,HOURLY,41.58965,14.222222,1.3071723,1.1985362,SHORT,10173997,541
17003,ZEUSUSDT,HOURLY,6.308411,88.888885,0.766157,4.8543053,LONG,17067379,428
17004,ZEUSUSDT,HOURLY,35.008976,16.410257,1.931184,1.7661334,SHORT,17067379,557
17005,ZILUSDT,HOURLY,8.296944,71.052635,0.27297255,1.8798506,LONG,2225046.0,458
17006,ZILUSDT,HOURLY,47.13115,15.652174,0.9095865,0.8423656,SHORT,2225046.0,488
17007,ZKFUSDT,HOURLY,6.8965516,65.625,0.994935,6.7790833,LONG,3583826.0,464
17008,ZKFUSDT,HOURLY,43.42857,11.403509,2.6831403,2.1728637,SHORT,3583826.0,525
17009,ZKJUSDT,HOURLY,5.5401664,95.0,0.22749446,1.6330518,LONG,1016387.0,361
17010,ZKJUSDT,HOURLY,23.11828,45.34884,0.4933317,0.5744143,SHORT,1016387.0,372
17011,ZKUSDT,HOURLY,7.2100315,69.565216,0.6522551,3.466319,LONG,16731468,319
17012,ZKUSDT,HOURLY,57.46479,11.274509,1.6880442,1.3359865,SHORT,16731468,355
17013,ZROUSDT,HOURLY,8.7378645,77.77778,0.8647987,4.942741,LONG,43374206,309
17014,ZROUSDT,HOURLY,40.05525,11.034483,2.1284068,1.818451,SHORT,43374206,362
17015,ZRXUSDT,HOURLY,7.6595745,58.333332,0.31998077,2.0262356,LONG,1950173.0,470
17016,ZRXUSDT,HOURLY,37.258686,18.65285,0.9818258,0.9578986,SHORT,1950173.0,518
17017,"10000000AIDOGEUSDT",TWO_HOURLY,6.4377685,76.666664,0.8970292,5.3749456,LONG,1168018.0,466
17018,"10000000AIDOGEUSDT",TWO_HOURLY,46.88091,12.903226,2.3509927,1.9937221,SHORT,1168018.0,529
17019,"1000000BABYDOGEUSDT",TWO_HOURLY,5.0925927,72.72727,0.71283513,3.9813397,LONG,953485.0,216
17020,"1000000BABYDOGEUSDT",TWO_HOURLY,43.612335,31.313131,1.6788315,1.7386198,SHORT,953485.0,227
17021,"1000000MOGUSDT",TWO_HOURLY,9.192201,69.69697,2.3564198,12.6159,LONG,28893811,359
17022,"1000000MOGUSDT",TWO_HOURLY,50.252525,5.0251255,5.029577,3.709849,SHORT,28893811,396
17023,"1000000PEIPEIUSDT",TWO_HOURLY,5.681818,60.0,2.5037155,12.395036,LONG,32805268,88
17024,"1000000PEIPEIUSDT",TWO_HOURLY,58.536587,12.5,5.36847,4.043807,SHORT,32805268,82
17025,"10000COQUSDT",TWO_HOURLY,7.032967,71.875,0.7441058,5.090774,LONG,870938.0,455
17026,"10000COQUSDT",TWO_HOURLY,48.098858,8.300395,2.124926,1.6800909,SHORT,870938.0,526
17027,"10000LADYSUSDT",TWO_HOURLY,6.3694267,90.0,1.1431623,6.6853647,LONG,9934916.0,471
17028,"10000LADYSUSDT",TWO_HOURLY,49.242424,9.230769,2.8586104,2.2615008,SHORT,9934916.0,528
17029,"10000NFTUSDT",TWO_HOURLY,6.3157897,76.666664,0.30099022,1.5176163,LONG,67468.0,475
17030,"10000NFTUSDT",TWO_HOURLY,44.664032,23.00885,0.6793514,0.6385476,SHORT,67468.0,506
17031,"10000SATSUSDT",TWO_HOURLY,7.002188,84.375,0.9995236,6.062352,LONG,80993908,457
17032,"10000SATSUSDT",TWO_HOURLY,51.582867,11.913358,2.4057262,1.8435327,SHORT,80993908,537
17033,"10000STARLUSDT",TWO_HOURLY,5.6485357,81.48148,0.7384546,4.768701,LONG,411017.0,478
17034,"10000STARLUSDT",TWO_HOURLY,52.48509,21.59091,1.8444445,1.5834137,SHORT,411017.0,503
17035,"10000WENUSDT",TWO_HOURLY,6.8965516,53.125,0.98059326,5.8434997,LONG,4020226.0,464
17036,"10000WENUSDT",TWO_HOURLY,47.201492,5.533597,2.6296813,2.1922681,SHORT,4020226.0,536
17037,"1000APUUSDT",TWO_HOURLY,7.4534163,91.666664,1.7662942,9.830433,LONG,6501526.0,161
17038,"1000APUUSDT",TWO_HOURLY,37.714287,6.060606,4.095089,3.506344,SHORT,6501526.0,175
17039,"1000BEERUSDT",TWO_HOURLY,6.08365,68.75,2.5010595,15.287403,LONG,13408142,263
17040,"1000BEERUSDT",TWO_HOURLY,27.388535,27.906977,6.476717,7.4218383,SHORT,13408142,314
17041,"1000BONKUSDT",TWO_HOURLY,7.488987,64.70588,0.94292086,5.719092,LONG,112256171,454
17042,"1000BONKUSDT",TWO_HOURLY,45.504585,6.048387,2.6080048,2.0463662,SHORT,112256171,545
17043,"1000BTTUSDT",TWO_HOURLY,6.029106,82.75862,0.3004795,1.9088835,LONG,511358.0,481
17044,"1000BTTUSDT",TWO_HOURLY,49.019608,20.0,0.76447195,0.6745438,SHORT,511358.0,510
17045,"1000FLOKIUSDT",TWO_HOURLY,6.926407,62.5,0.942926,5.4333606,LONG,49596096,462
17046,"1000FLOKIUSDT",TWO_HOURLY,49.070633,8.333333,2.381036,1.8800229,SHORT,49596096,538
17047,"1000LUNCUSDT",TWO_HOURLY,6.5263157,80.645164,0.6023111,3.775545,LONG,7158433.0,475
17048,"1000LUNCUSDT",TWO_HOURLY,37.5,19.487179,1.5088186,1.3876901,SHORT,7158433.0,520
17049,"1000PEPEPERP",TWO_HOURLY,6.5439672,81.25,0.9936482,5.8711443,LONG,335655.0,489
17050,"1000PEPEPERP",TWO_HOURLY,49.80392,12.598425,2.4049857,1.9881555,SHORT,335655.0,510
17051,"1000PEPEUSDT",TWO_HOURLY,6.6666665,78.78788,1.0689622,5.8888087,LONG,599501574,495
17052,"1000PEPEUSDT",TWO_HOURLY,50.198414,11.857708,2.457989,2.0839028,SHORT,599501574,504
17053,"1000RATSUSDT",TWO_HOURLY,6.3492064,75.0,1.1983066,7.1200485,LONG,73485714,441
17054,"1000RATSUSDT",TWO_HOURLY,50.35842,8.540925,3.0008695,2.3498752,SHORT,73485714,558
17055,"1000TURBOUSDT",TWO_HOURLY,7.1583514,75.757576,1.779697,11.060923,LONG,25636253,461
17056,"1000TURBOUSDT",TWO_HOURLY,39.03346,10.0,4.0993643,3.085231,SHORT,25636253,538
17057,"1000XECUSDT",TWO_HOURLY,5.9574466,75.0,0.48470485,2.9998577,LONG,984469.0,470
17058,"1000XECUSDT",TWO_HOURLY,43.713734,14.601769,1.294938,1.1716173,SHORT,984469.0,517
17059,"1CATUSDT",TWO_HOURLY,6.2240663,80.0,0.8033515,4.5836787,LONG,709596.0,482
17060,"1CATUSDT",TWO_HOURLY,53.451675,11.808118,2.1535776,1.8940889,SHORT,709596.0,507
17061,"1INCHUSDT",TWO_HOURLY,5.590062,66.666664,0.50776994,3.0332556,LONG,4101750.0,483
17062,"1INCHUSDT",TWO_HOURLY,40.674603,11.219512,1.4009235,1.2733102,SHORT,4101750.0,504
17063,AAVEUSDT,TWO_HOURLY,6.557377,62.5,0.51226467,2.9735487,LONG,13633965,488
17064,AAVEUSDT,TWO_HOURLY,46.65354,13.92405,1.3115239,1.1117723,SHORT,13633965,508
17065,ACEUSDT,TWO_HOURLY,6.401766,79.31035,0.7830636,4.4935813,LONG,3986982.0,453
17066,ACEUSDT,TWO_HOURLY,43.364487,12.931034,1.8649635,1.572838,SHORT,3986982.0,535
17067,ACHUSDT,TWO_HOURLY,5.6277056,65.38461,0.6493061,3.544084,LONG,1634392.0,462
17068,ACHUSDT,TWO_HOURLY,42.72388,14.4104805,1.5813179,1.4009845,SHORT,1634392.0,536
17069,ADAUSDT,TWO_HOURLY,6.3394685,64.51613,0.3777585,2.390318,LONG,68706661,489
17070,ADAUSDT,TWO_HOURLY,36.659878,16.666666,1.0950454,1.0744838,SHORT,68706661,491
17071,AERGOUSDT,TWO_HOURLY,6.3655033,74.19355,0.38611826,2.6317663,LONG,234351.0,487
17072,AERGOUSDT,TWO_HOURLY,47.096775,15.981735,1.1320732,0.97211295,SHORT,234351.0,465
17073,AEROUSDT,TWO_HOURLY,4.1666665,100.0,1.2598596,5.741284,LONG,9997151.0,24
