"id","instrument","timeframe","ok_percent","ok_final_percent","avg_diff","avg_candle_size","side","volume","candle_count"
14682,CTSIUSDT,FIFTEEN_MINUTES,44.753746,6.2200956,0.4369447,0.36621407,SHORT,1749668.0,467
14683,CVCUSDT,FIFTEEN_MINUTES,6.728972,66.666664,0.13290404,0.8313081,LONG,603209.0,535
14684,CVCUSDT,FIFTEEN_MINUTES,48.539326,9.722222,0.368478,0.31615677,SHORT,603209.0,445
14685,CVXUSDT,FIFTEEN_MINUTES,6.7484665,69.69697,0.18508376,1.2630641,LONG,4319751.0,489
14686,CVXUSDT,FIFTEEN_MINUTES,53.232758,4.8582997,0.5962185,0.4625163,SHORT,4319751.0,464
14687,CYBERUSDT,FIFTEEN_MINUTES,6.361829,65.625,0.17210674,1.0759338,LONG,3677004.0,503
14688,CYBERUSDT,FIFTEEN_MINUTES,47.974415,6.6666665,0.51217586,0.43237367,SHORT,3677004.0,469
14689,DAOUSDT,FIFTEEN_MINUTES,6.7193675,88.23529,0.1561559,0.9288419,LONG,257895.0,506
14690,DAOUSDT,FIFTEEN_MINUTES,44.339622,26.595745,0.35269466,0.35305986,SHORT,257895.0,424
14691,DARUSDT,FIFTEEN_MINUTES,5.744681,96.296295,0.30603054,2.5437016,LONG,50090641,470
14692,DARUSDT,FIFTEEN_MINUTES,37.276787,8.383233,0.8353252,0.6993575,SHORT,50090641,448
14693,DASHUSDT,FIFTEEN_MINUTES,5.7654076,75.86207,0.13607563,0.994832,LONG,1652010.0,503
14694,DASHUSDT,FIFTEEN_MINUTES,55.02283,7.0539417,0.42333865,0.32844248,SHORT,1652010.0,438
14695,DATAUSDT,FIFTEEN_MINUTES,6.3583813,54.545456,0.11281343,0.8248748,LONG,2545674.0,519
14696,DATAUSDT,FIFTEEN_MINUTES,56.363636,8.870968,0.36223182,0.27195373,SHORT,2545674.0,440
14697,DEGENUSDT,FIFTEEN_MINUTES,5.4054055,66.666664,0.26218516,1.7619771,LONG,11261247,444
14698,DEGENUSDT,FIFTEEN_MINUTES,61.453743,5.376344,0.88504875,0.6496575,SHORT,11261247,454
14699,DENTUSDT,FIFTEEN_MINUTES,6.923077,66.666664,0.13901983,0.93078566,LONG,798060.0,520
14700,DENTUSDT,FIFTEEN_MINUTES,47.402596,11.872146,0.4366491,0.35909298,SHORT,798060.0,462
14701,DGBUSDT,FIFTEEN_MINUTES,6.521739,81.818184,0.1482313,1.083962,LONG,636116.0,506
14702,DGBUSDT,FIFTEEN_MINUTES,45.945946,8.597285,0.45553824,0.36973447,SHORT,636116.0,481
14703,DODOUSDT,FIFTEEN_MINUTES,7.662835,70.0,0.1560204,1.0051407,LONG,395855.0,522
14704,DODOUSDT,FIFTEEN_MINUTES,46.367523,10.138248,0.44920397,0.40386227,SHORT,395855.0,468
14705,DOGEPERP,FIFTEEN_MINUTES,6.584362,40.625,0.046756554,0.84007674,LONG,38734.0,486
14706,DOGEPERP,FIFTEEN_MINUTES,61.741425,6.4102564,0.36393243,0.26929674,SHORT,38734.0,379
14707,DOGEUSDT,FIFTEEN_MINUTES,7.8846154,58.536587,0.1386247,0.9087318,LONG,138795464,520
14708,DOGEUSDT,FIFTEEN_MINUTES,47.547974,8.96861,0.4545358,0.392629,SHORT,138795464,469
14709,DOGUSDT,FIFTEEN_MINUTES,7.6771655,58.974358,0.35886556,1.9158938,LONG,11906440,508
14710,DOGUSDT,FIFTEEN_MINUTES,52.182953,9.163346,0.95362157,0.819336,SHORT,11906440,481
14711,DOP1USDT,FIFTEEN_MINUTES,6.388889,82.608696,0.544423,3.4195428,LONG,13425404,360
14712,DOP1USDT,FIFTEEN_MINUTES,46.335697,14.795918,1.3994435,1.183311,SHORT,13425404,423
14713,DOTUSDT,FIFTEEN_MINUTES,7.056452,54.285713,0.12902541,0.83691436,LONG,49462335,496
14714,DOTUSDT,FIFTEEN_MINUTES,44.30642,6.074766,0.42654243,0.3680155,SHORT,49462335,483
14715,DRIFTUSDT,FIFTEEN_MINUTES,6.3917527,51.612904,0.22904187,1.5047679,LONG,2743381.0,485
14716,DRIFTUSDT,FIFTEEN_MINUTES,54.032257,8.955224,0.735914,0.6226015,SHORT,2743381.0,496
14717,DUSKUSDT,FIFTEEN_MINUTES,7.514451,58.974358,0.19948815,1.236461,LONG,1831266.0,519
14718,DUSKUSDT,FIFTEEN_MINUTES,44.769875,10.280374,0.5373503,0.4581983,SHORT,1831266.0,478
14719,DYDXUSDT,FIFTEEN_MINUTES,6.1181436,65.51724,0.15289114,0.99136525,LONG,13762863,474
14720,DYDXUSDT,FIFTEEN_MINUTES,55.125286,6.6115704,0.47301072,0.3837322,SHORT,13762863,439
14721,DYMUSDT,FIFTEEN_MINUTES,6.625259,75.0,0.32137206,2.3325033,LONG,88579771,483
14722,DYMUSDT,FIFTEEN_MINUTES,50.108932,7.826087,0.9234099,0.6885222,SHORT,88579771,459
14723,EDUUSDT,FIFTEEN_MINUTES,5.212355,74.07407,0.21210402,1.4911633,LONG,4043685.0,518
14724,EDUUSDT,FIFTEEN_MINUTES,54.96829,10.0,0.6217091,0.48774478,SHORT,4043685.0,473
14725,EGLDUSDT,FIFTEEN_MINUTES,5.905512,83.333336,0.1665988,1.0240507,LONG,5014013.0,508
14726,EGLDUSDT,FIFTEEN_MINUTES,55.86354,4.5801525,0.44328037,0.34376314,SHORT,5014013.0,469
14727,ENAUSDT,FIFTEEN_MINUTES,6.8,76.47059,0.25489902,1.6120417,LONG,44017321,500
14728,ENAUSDT,FIFTEEN_MINUTES,51.75258,4.38247,0.7217485,0.55241734,SHORT,44017321,485
14729,ENJUSDT,FIFTEEN_MINUTES,6.3366337,62.5,0.15438521,0.9879208,LONG,1907511.0,505
14730,ENJUSDT,FIFTEEN_MINUTES,57.61124,3.6585367,0.4474782,0.35247964,SHORT,1907511.0,427
14731,ENSUSDT,FIFTEEN_MINUTES,4.4397464,66.666664,0.28466618,1.7908164,LONG,33704575,473
14732,ENSUSDT,FIFTEEN_MINUTES,48.479088,6.27451,0.7301804,0.5676967,SHORT,33704575,526
14733,EOSUSDT,FIFTEEN_MINUTES,6.4960628,72.72727,0.12660033,0.81611866,LONG,16820690,508
14734,EOSUSDT,FIFTEEN_MINUTES,44.301075,8.7378645,0.39207637,0.3251754,SHORT,16820690,465
14735,ETCPERP,FIFTEEN_MINUTES,7.7419353,61.11111,0.050706748,0.7585001,LONG,214178.0,465
14736,ETCPERP,FIFTEEN_MINUTES,56.079403,7.964602,0.31938133,0.21862282,SHORT,214178.0,403
14737,ETCUSDT,FIFTEEN_MINUTES,6.3432837,61.764706,0.11807486,0.7510935,LONG,10871497,536
14738,ETCUSDT,FIFTEEN_MINUTES,40.347073,12.903226,0.3618712,0.32372114,SHORT,10871497,461
14739,ETH-02AUG24,FIFTEEN_MINUTES,7.165109,34.782608,0.038636062,0.53643143,LONG,13247.0,321
14740,ETH-02AUG24,FIFTEEN_MINUTES,56.11511,7.6923075,0.23532161,0.15822254,SHORT,13247.0,278
14741,ETH-19JUL24,FIFTEEN_MINUTES,6.525912,44.117645,0.043757524,0.6250656,LONG,188298.0,521
14742,ETH-19JUL24,FIFTEEN_MINUTES,40.79498,7.6923075,0.27845308,0.21728079,SHORT,188298.0,478
14743,ETH-26JUL24,FIFTEEN_MINUTES,6.177606,40.625,0.04397856,0.62967753,LONG,185371.0,518
14744,ETH-26JUL24,FIFTEEN_MINUTES,46.346554,5.855856,0.2743473,0.20605676,SHORT,185371.0,479
14745,ETH-27DEC24,FIFTEEN_MINUTES,7.428571,38.46154,0.051024258,0.6562282,LONG,272623.0,525
14746,ETH-27DEC24,FIFTEEN_MINUTES,42.887474,6.930693,0.28392816,0.2269311,SHORT,272623.0,471
14747,ETH-27JUN25,FIFTEEN_MINUTES,5.9813085,43.75,0.043550223,0.65298134,LONG,160571.0,535
14748,ETH-27JUN25,FIFTEEN_MINUTES,60.907127,5.673759,0.27125692,0.17225875,SHORT,160571.0,463
14749,ETH-27SEP24,FIFTEEN_MINUTES,7.4003797,53.846153,0.057347547,0.6789607,LONG,876568.0,527
14750,ETH-27SEP24,FIFTEEN_MINUTES,45.76271,8.333333,0.28556597,0.21313366,SHORT,876568.0,472
14751,ETH-28MAR25,FIFTEEN_MINUTES,6.640625,50.0,0.05404658,0.6762475,LONG,81101.0,512
14752,ETH-28MAR25,FIFTEEN_MINUTES,44.742268,6.912442,0.28280613,0.20973231,SHORT,81101.0,485
14753,ETH-30AUG24,FIFTEEN_MINUTES,7.276119,33.333332,0.042639855,0.613907,LONG,73872.0,536
14754,ETH-30AUG24,FIFTEEN_MINUTES,52.060738,3.75,0.27101415,0.2008973,SHORT,73872.0,461
14755,ETHBTCUSDT,FIFTEEN_MINUTES,6.5759635,65.51724,0.023978995,0.3394098,LONG,502541.0,441
14756,ETHBTCUSDT,FIFTEEN_MINUTES,49.164677,21.359222,0.13158542,0.112436555,SHORT,502541.0,419
14757,ETHFIPERP,FIFTEEN_MINUTES,5.5555553,36.0,0.09701645,1.7777323,LONG,144341.0,450
14758,ETHFIPERP,FIFTEEN_MINUTES,64.370544,2.583026,0.7488389,0.47606757,SHORT,144341.0,421
14759,ETHFIUSDT,FIFTEEN_MINUTES,5.578512,85.18519,0.30413708,1.9448724,LONG,93411193,484
14760,ETHFIUSDT,FIFTEEN_MINUTES,47.530865,5.6277056,0.8546462,0.68479776,SHORT,93411193,486
14761,ETHPERP,FIFTEEN_MINUTES,6.273764,66.666664,0.09181376,0.7190204,LONG,6531975.0,526
14762,ETHPERP,FIFTEEN_MINUTES,39.194916,8.1081085,0.3134046,0.2679058,SHORT,6531975.0,472
14763,ETHUSDT,FIFTEEN_MINUTES,6.285714,72.72727,0.12514772,0.7455628,LONG,2505700226,525
14764,ETHUSDT,FIFTEEN_MINUTES,35.940804,12.941176,0.34300992,0.316404,SHORT,2505700226,473
14765,ETHWUSDT,FIFTEEN_MINUTES,5.6,75.0,0.14394099,1.0563812,LONG,903074.0,500
14766,ETHWUSDT,FIFTEEN_MINUTES,55.384617,9.126985,0.47439894,0.361488,SHORT,903074.0,455
14767,FILUSDT,FIFTEEN_MINUTES,7.797271,70.0,0.17284161,1.118081,LONG,25388865,513
14768,FILUSDT,FIFTEEN_MINUTES,43.318966,4.477612,0.52945614,0.45300618,SHORT,25388865,464
14769,FIREUSDT,FIFTEEN_MINUTES,6.3241105,87.5,0.19368096,1.2009263,LONG,1793498.0,506
14770,FIREUSDT,FIFTEEN_MINUTES,46.61017,19.545454,0.50612307,0.49299222,SHORT,1793498.0,472
14771,FITFIUSDT,FIFTEEN_MINUTES,7.520325,72.97298,0.25167838,1.4592733,LONG,2422302.0,492
14772,FITFIUSDT,FIFTEEN_MINUTES,47.325104,7.826087,0.6669999,0.53836644,SHORT,2422302.0,486
14773,FLMUSDT,FIFTEEN_MINUTES,6.573705,90.90909,0.27499568,1.9175539,LONG,8950470.0,502
14774,FLMUSDT,FIFTEEN_MINUTES,40.0,13.77551,0.8081074,0.68420136,SHORT,8950470.0,490
14775,FLOWUSDT,FIFTEEN_MINUTES,6.521739,66.666664,0.13024165,0.8917425,LONG,3170559.0,506
14776,FLOWUSDT,FIFTEEN_MINUTES,41.101696,6.7010307,0.41761327,0.3555772,SHORT,3170559.0,472
14777,FLRUSDT,FIFTEEN_MINUTES,7.7079105,73.68421,0.1706268,1.1487014,LONG,953577.0,493
14778,FLRUSDT,FIFTEEN_MINUTES,57.238308,11.673152,0.484694,0.4002828,SHORT,953577.0,449
14779,FORTHUSDT,FIFTEEN_MINUTES,7.155323,70.731705,0.14262429,0.9608836,LONG,1449994.0,573
14780,FORTHUSDT,FIFTEEN_MINUTES,48.210022,13.861386,0.39733747,0.35327888,SHORT,1449994.0,419
14781,FOXYUSDT,FIFTEEN_MINUTES,7.8846154,60.97561,0.1982623,1.291088,LONG,3194763.0,520
14782,FOXYUSDT,FIFTEEN_MINUTES,50.105263,9.663865,0.61221385,0.5218941,SHORT,3194763.0,475
14783,FRONTUSDT,FIFTEEN_MINUTES,6.1143985,64.51613,0.18915671,1.2692685,LONG,3846647.0,507
14784,FRONTUSDT,FIFTEEN_MINUTES,49.789917,10.548523,0.58418655,0.47053853,SHORT,3846647.0,476
14785,FTMUSDT,FIFTEEN_MINUTES,7.014028,77.14286,0.23381306,1.3360119,LONG,53269555,499
14786,FTMUSDT,FIFTEEN_MINUTES,48.261757,10.169492,0.63563484,0.5225245,SHORT,53269555,489
14787,FTNUSDT,FIFTEEN_MINUTES,6.5934067,70.0,0.023438537,0.25094822,LONG,253893.0,455
14788,FTNUSDT,FIFTEEN_MINUTES,33.561646,19.727892,0.11691712,0.12912883,SHORT,253893.0,438
14789,FUNUSDT,FIFTEEN_MINUTES,7.3500967,65.789474,0.08346812,0.6863881,LONG,216192.0,517
14790,FUNUSDT,FIFTEEN_MINUTES,46.744186,10.447762,0.33763325,0.28835693,SHORT,216192.0,430
14791,FXSUSDT,FIFTEEN_MINUTES,7.6305223,60.526318,0.16591905,1.1224524,LONG,3056611.0,498
14792,FXSUSDT,FIFTEEN_MINUTES,44.23868,7.9069767,0.52066654,0.4324767,SHORT,3056611.0,486
14793,GALAUSDT,FIFTEEN_MINUTES,6.444906,80.645164,0.19810894,1.2412527,LONG,57193509,481
14794,GALAUSDT,FIFTEEN_MINUTES,44.7479,9.389671,0.5679702,0.47067472,SHORT,57193509,476
14795,GALUSDT,FIFTEEN_MINUTES,5.4474707,78.57143,0.40365988,2.6695385,LONG,67949083,514
14796,GALUSDT,FIFTEEN_MINUTES,30.97713,12.080537,0.8545609,0.7918149,SHORT,67949083,481
14797,GASUSDT,FIFTEEN_MINUTES,7.421875,71.052635,0.13793498,1.077537,LONG,2047902.0,512
14798,GASUSDT,FIFTEEN_MINUTES,46.258503,13.235294,0.46654868,0.39175415,SHORT,2047902.0,441
14799,GFTUSDT,FIFTEEN_MINUTES,7.392197,69.44444,0.16659738,0.9977156,LONG,851507.0,487
14800,GFTUSDT,FIFTEEN_MINUTES,47.972973,13.14554,0.48371363,0.4016334,SHORT,851507.0,444
14801,GLMRUSDT,FIFTEEN_MINUTES,5.0916495,88.0,0.1897966,1.3861411,LONG,1755187.0,491
14802,GLMRUSDT,FIFTEEN_MINUTES,53.177967,7.1713147,0.52195835,0.41124272,SHORT,1755187.0,472
14803,GLMUSDT,FIFTEEN_MINUTES,7.254902,67.567566,0.1815744,1.1173558,LONG,4510190.0,510
14804,GLMUSDT,FIFTEEN_MINUTES,45.15464,12.328767,0.46566454,0.41765463,SHORT,4510190.0,485
14805,GMEUSDT,FIFTEEN_MINUTES,6.570842,65.625,0.4224448,2.5771508,LONG,6218307.0,487
14806,GMEUSDT,FIFTEEN_MINUTES,53.057198,8.921933,1.229115,1.0219234,SHORT,6218307.0,507
14807,GMTUSDT,FIFTEEN_MINUTES,6.625259,65.625,0.14199844,0.9244987,LONG,8901927.0,483
14808,GMTUSDT,FIFTEEN_MINUTES,51.895733,4.5662103,0.45197573,0.3671728,SHORT,8901927.0,422
14809,GMXUSDT,FIFTEEN_MINUTES,7.2874494,55.555557,0.15797076,1.0033572,LONG,2184859.0,494
14810,GMXUSDT,FIFTEEN_MINUTES,50.31056,4.1152263,0.45945638,0.35738322,SHORT,2184859.0,483
14811,GNOUSDT,FIFTEEN_MINUTES,6.525912,70.588234,0.098329835,0.73014,LONG,315820.0,521
14812,GNOUSDT,FIFTEEN_MINUTES,42.669582,12.820513,0.3214736,0.29768673,SHORT,315820.0,457
14813,GODSUSDT,FIFTEEN_MINUTES,5.5102043,96.296295,0.3843689,3.7170453,LONG,228438215,490
14814,GODSUSDT,FIFTEEN_MINUTES,24.509804,38.0,1.0112735,1.1278554,SHORT,228438215,408
14815,GRTUSDT,FIFTEEN_MINUTES,6.3706565,72.72727,0.18068755,1.0823281,LONG,9926384.0,518
14816,GRTUSDT,FIFTEEN_MINUTES,43.514645,6.25,0.50769216,0.42809448,SHORT,9926384.0,478
14817,GTCUSDT,FIFTEEN_MINUTES,6.6666665,70.0,0.12013471,1.0622084,LONG,1154096.0,450
14818,GTCUSDT,FIFTEEN_MINUTES,52.96912,4.484305,0.499073,0.3661535,SHORT,1154096.0,421
14819,HBARUSDT,FIFTEEN_MINUTES,6.5637064,76.47059,0.14330626,0.9139029,LONG,6458909.0,518
14820,HBARUSDT,FIFTEEN_MINUTES,52.68817,6.122449,0.43640307,0.3550347,SHORT,6458909.0,465
14821,HFTUSDT,FIFTEEN_MINUTES,6.9387755,64.70588,0.11373826,0.8964574,LONG,846844.0,490
14822,HFTUSDT,FIFTEEN_MINUTES,48.86878,7.8703704,0.43099448,0.3473046,SHORT,846844.0,442
14823,HIFIUSDT,FIFTEEN_MINUTES,6.438632,78.125,0.19288614,1.2537688,LONG,986723.0,497
14824,HIFIUSDT,FIFTEEN_MINUTES,49.159664,7.6923075,0.5502903,0.4332318,SHORT,986723.0,476
14825,HIGHUSDT,FIFTEEN_MINUTES,6.5637064,88.23529,0.25004816,1.5056612,LONG,36702408,518
14826,HIGHUSDT,FIFTEEN_MINUTES,41.914894,8.629441,0.6545622,0.5639292,SHORT,36702408,470
14827,HNTUSDT,FIFTEEN_MINUTES,5.769231,80.0,0.23772912,1.5659683,LONG,4164415.0,520
14828,HNTUSDT,FIFTEEN_MINUTES,47.566372,13.488372,0.6394382,0.55709326,SHORT,4164415.0,452
14829,HOOKUSDT,FIFTEEN_MINUTES,6.743738,71.42857,0.15467466,1.0657985,LONG,928851.0,519
14830,HOOKUSDT,FIFTEEN_MINUTES,50.10941,7.4235806,0.47566715,0.38323227,SHORT,928851.0,457
14831,HOTUSDT,FIFTEEN_MINUTES,6.7761807,72.72727,0.14158918,1.108509,LONG,5701810.0,487
14832,HOTUSDT,FIFTEEN_MINUTES,50.77263,5.2173915,0.50838065,0.3971813,SHORT,5701810.0,453
14833,ICPUSDT,FIFTEEN_MINUTES,6.2015505,84.375,0.23532087,1.4450712,LONG,24088037,516
14834,ICPUSDT,FIFTEEN_MINUTES,51.077587,6.329114,0.66699725,0.5242285,SHORT,24088037,464
14835,ICXUSDT,FIFTEEN_MINUTES,6.2240663,63.333332,0.09333819,0.8321973,LONG,1253306.0,482
14836,ICXUSDT,FIFTEEN_MINUTES,48.786407,7.4626865,0.39303133,0.32014874,SHORT,1253306.0,412
14837,IDEXUSDT,FIFTEEN_MINUTES,7.003891,63.88889,0.10519926,0.8054487,LONG,511818.0,514
14838,IDEXUSDT,FIFTEEN_MINUTES,46.606335,10.679611,0.373254,0.32139027,SHORT,511818.0,442
14839,IDUSDT,FIFTEEN_MINUTES,6.1913695,57.575756,0.15156807,1.0077125,LONG,7507900.0,533
14840,IDUSDT,FIFTEEN_MINUTES,46.238937,5.7416267,0.4547265,0.37841457,SHORT,7507900.0,452
14841,ILVUSDT,FIFTEEN_MINUTES,7.1153846,62.162163,0.18693164,1.1642197,LONG,4076382.0,520
14842,ILVUSDT,FIFTEEN_MINUTES,48.312237,7.4235806,0.54989094,0.45390937,SHORT,4076382.0,474
14843,IMXUSDT,FIFTEEN_MINUTES,6.225681,68.75,0.20928761,1.2720296,LONG,7909106.0,514
14844,IMXUSDT,FIFTEEN_MINUTES,53.75,1.9379845,0.60316867,0.44909132,SHORT,7909106.0,480
14845,INJUSDT,FIFTEEN_MINUTES,6.9632497,47.22222,0.22256659,1.3066716,LONG,81855327,517
14846,INJUSDT,FIFTEEN_MINUTES,47.807934,6.1135373,0.6195756,0.4900179,SHORT,81855327,479
14847,IOSTUSDT,FIFTEEN_MINUTES,7.214429,63.88889,0.11140114,0.8228534,LONG,978628.0,499
14848,IOSTUSDT,FIFTEEN_MINUTES,39.529915,7.027027,0.38299268,0.32425237,SHORT,978628.0,468
14849,IOTAUSDT,FIFTEEN_MINUTES,6.808511,75.0,0.1201252,0.88726616,LONG,1749884.0,470
14850,IOTAUSDT,FIFTEEN_MINUTES,48.747154,8.878505,0.42190325,0.3397786,SHORT,1749884.0,439
14851,IOTXUSDT,FIFTEEN_MINUTES,7.2834644,59.45946,0.20181194,1.2935821,LONG,3737415.0,508
14852,IOTXUSDT,FIFTEEN_MINUTES,49.785408,5.172414,0.5422099,0.4309396,SHORT,3737415.0,466
14853,IOUSDT,FIFTEEN_MINUTES,7.7753778,72.22222,0.3918665,2.3366926,LONG,31222627,463
14854,IOUSDT,FIFTEEN_MINUTES,50.39216,1.9455253,1.0229257,0.7316964,SHORT,31222627,510
14855,JASMYUSDT,FIFTEEN_MINUTES,6.720978,78.78788,0.2557381,1.5086116,LONG,30216544,491
14856,JASMYUSDT,FIFTEEN_MINUTES,50.790512,7.3929963,0.75264233,0.5742112,SHORT,30216544,506
14857,JOEUSDT,FIFTEEN_MINUTES,7.34127,62.162163,0.15499873,1.0939422,LONG,965941.0,504
14858,JOEUSDT,FIFTEEN_MINUTES,46.20253,5.022831,0.5049271,0.41822696,SHORT,965941.0,474
14859,JSTUSDT,FIFTEEN_MINUTES,6.4583335,83.870964,0.050869998,0.46322635,LONG,237069.0,480
14860,JSTUSDT,FIFTEEN_MINUTES,46.039604,10.215054,0.19868217,0.1676291,SHORT,237069.0,404
14861,JTOUSDT,FIFTEEN_MINUTES,7.0422535,74.28571,0.21106933,1.2816039,LONG,15537742,497
14862,JTOUSDT,FIFTEEN_MINUTES,47.95699,4.0358744,0.6078163,0.48892567,SHORT,15537742,465
14863,JUPUSDT,FIFTEEN_MINUTES,7.5728154,69.23077,0.21552578,1.3452787,LONG,35321700,515
14864,JUPUSDT,FIFTEEN_MINUTES,48.842106,6.034483,0.655476,0.50862515,SHORT,35321700,475
14865,KASUSDT,FIFTEEN_MINUTES,6.547619,66.666664,0.13644202,0.8809564,LONG,11656739,504
14866,KASUSDT,FIFTEEN_MINUTES,38.036808,9.67742,0.42996514,0.4053623,SHORT,11656739,489
14867,KAVAUSDT,FIFTEEN_MINUTES,6.9418387,54.054054,0.11098351,0.78053325,LONG,1003050.0,533
14868,KAVAUSDT,FIFTEEN_MINUTES,53.089245,5.6034484,0.37813422,0.31854042,SHORT,1003050.0,437
14869,KDAUSDT,FIFTEEN_MINUTES,6.3097515,78.78788,0.20636152,1.4710215,LONG,1352021.0,523
14870,KDAUSDT,FIFTEEN_MINUTES,52.258064,8.641975,0.59820867,0.45768115,SHORT,1352021.0,465
14871,KEYUSDT,FIFTEEN_MINUTES,7.4766355,70.0,0.14417562,0.9867383,LONG,683941.0,535
14872,KEYUSDT,FIFTEEN_MINUTES,42.01313,10.416667,0.46337542,0.43668798,SHORT,683941.0,457
14873,KLAYUSDT,FIFTEEN_MINUTES,7.0063696,63.636364,0.09860214,0.7488831,LONG,1221231.0,471
14874,KLAYUSDT,FIFTEEN_MINUTES,51.83486,3.982301,0.35715863,0.27301648,SHORT,1221231.0,436
14875,KNCUSDT,FIFTEEN_MINUTES,7.1969695,63.157894,0.12210219,0.8325855,LONG,1032293.0,528
14876,KNCUSDT,FIFTEEN_MINUTES,48.878925,11.926605,0.3875915,0.3306782,SHORT,1032293.0,446
14877,KSMUSDT,FIFTEEN_MINUTES,6.9815197,82.35294,0.12102264,0.89091724,LONG,1865347.0,487
14878,KSMUSDT,FIFTEEN_MINUTES,45.196507,8.212561,0.43639314,0.36533278,SHORT,1865347.0,458
14879,LAIUSDT,FIFTEEN_MINUTES,7.2186837,58.82353,0.30079845,1.6813469,LONG,1189969.0,471
14880,LAIUSDT,FIFTEEN_MINUTES,55.23614,6.3197026,0.8450838,0.63729554,SHORT,1189969.0,487
14881,LDOUSDT,FIFTEEN_MINUTES,4.790419,70.833336,0.24178286,1.5060185,LONG,89070476,501
14882,LDOUSDT,FIFTEEN_MINUTES,49.89429,5.5084743,0.66494906,0.5156223,SHORT,89070476,473
14883,LEVERUSDT,FIFTEEN_MINUTES,6.9529653,70.588234,0.15489064,1.0586218,LONG,2280268.0,489
14884,LEVERUSDT,FIFTEEN_MINUTES,54.310345,5.952381,0.48864108,0.3802803,SHORT,2280268.0,464
14885,LINAUSDT,FIFTEEN_MINUTES,7.6923075,69.23077,0.16764134,1.066447,LONG,3193811.0,507
14886,LINAUSDT,FIFTEEN_MINUTES,43.881855,10.576923,0.48587927,0.42057195,SHORT,3193811.0,474
14887,LINKUSDT,FIFTEEN_MINUTES,6.007752,45.16129,0.14310558,0.866363,LONG,65862777,516
14888,LINKUSDT,FIFTEEN_MINUTES,47.16981,6.2222223,0.44824597,0.3792863,SHORT,65862777,477
14889,LISTAUSDT,FIFTEEN_MINUTES,6.275304,64.51613,0.317477,1.8645166,LONG,5312465.0,494
14890,LISTAUSDT,FIFTEEN_MINUTES,51.10664,6.6929135,0.8073187,0.65739155,SHORT,5312465.0,497
14891,LITUSDT,FIFTEEN_MINUTES,7.5581393,58.974358,0.12517399,0.8673104,LONG,447308.0,516
14892,LITUSDT,FIFTEEN_MINUTES,44.685467,8.252427,0.42126107,0.3484342,SHORT,447308.0,461
14893,LOOKSUSDT,FIFTEEN_MINUTES,7.429719,72.97298,0.17191187,1.2987974,LONG,695383.0,498
14894,LOOKSUSDT,FIFTEEN_MINUTES,57.411274,6.5454545,0.5450711,0.40552685,SHORT,695383.0,479
14895,LOOMUSDT,FIFTEEN_MINUTES,6.438632,78.125,0.12120703,0.945012,LONG,3094126.0,497
14896,LOOMUSDT,FIFTEEN_MINUTES,40.685226,6.8421054,0.4144423,0.33999857,SHORT,3094126.0,467
14897,LPTUSDT,FIFTEEN_MINUTES,5.904762,77.41936,0.24068686,1.4676774,LONG,18783920,525
14898,LPTUSDT,FIFTEEN_MINUTES,44.989338,7.582938,0.6610914,0.5708307,SHORT,18783920,469
14899,LQTYUSDT,FIFTEEN_MINUTES,7.8125,70.0,0.14005981,1.0192522,LONG,863356.0,512
14900,LQTYUSDT,FIFTEEN_MINUTES,51.271187,8.677686,0.4556552,0.35939577,SHORT,863356.0,472
14901,LRCUSDT,FIFTEEN_MINUTES,6.995885,82.35294,0.13283132,0.9841761,LONG,2578204.0,486
14902,LRCUSDT,FIFTEEN_MINUTES,46.846848,7.6923075,0.44327125,0.3647953,SHORT,2578204.0,444
14903,LSKUSDT,FIFTEEN_MINUTES,6.6239314,74.19355,0.106784835,0.88797534,LONG,3030422.0,468
14904,LSKUSDT,FIFTEEN_MINUTES,55.357143,5.069124,0.4137162,0.3190312,SHORT,3030422.0,392
14905,LTCUSDT,FIFTEEN_MINUTES,6.756757,65.71429,0.10800773,0.696586,LONG,18266933,518
14906,LTCUSDT,FIFTEEN_MINUTES,44.226578,11.3300495,0.32836166,0.28879246,SHORT,18266933,459
14907,LTOUSDT,FIFTEEN_MINUTES,5.9447985,57.142857,0.11726968,0.92389,LONG,176257.0,471
14908,LTOUSDT,FIFTEEN_MINUTES,53.092785,13.106796,0.40326083,0.33936453,SHORT,176257.0,388
14909,LUNA2USDT,FIFTEEN_MINUTES,5.212355,81.48148,0.1919013,1.2749606,LONG,2930429.0,518
14910,LUNA2USDT,FIFTEEN_MINUTES,41.241684,12.365591,0.52344817,0.4730153,SHORT,2930429.0,451
14911,MAGICUSDT,FIFTEEN_MINUTES,6.909789,80.55556,0.17260517,1.1204966,LONG,1688657.0,521
14912,MAGICUSDT,FIFTEEN_MINUTES,52.078773,6.302521,0.4796069,0.38362706,SHORT,1688657.0,457
14913,MANAUSDT,FIFTEEN_MINUTES,6.930693,62.857143,0.13179663,0.8828328,LONG,4084267.0,505
14914,MANAUSDT,FIFTEEN_MINUTES,45.3125,7.8817735,0.4080737,0.3522278,SHORT,4084267.0,448
14915,MANEKIUSDT,FIFTEEN_MINUTES,6.805293,77.77778,0.40422204,2.0836005,LONG,1413176.0,529
14916,MANEKIUSDT,FIFTEEN_MINUTES,50.434784,18.965517,0.97318846,0.8990146,SHORT,1413176.0,460
