close  ,max_lose,max_profit,number,open   ,profit,result,instrument,side,strategy          ,date
149.59 ,0.0     ,0.3894    ,30550 ,149.19 ,2.1   ,1     ,SOLUSDT   ,Buy ,maxCh_120SlMin    ,2024-04-22 01:33:52.730
147.72 ,0.0     ,1.441     ,30555 ,146.94 ,9.98  ,1     ,SOLUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 02:11:25.503
3136.05,0.0     ,1.279     ,30556 ,3127.0 ,11.69 ,1     ,ETHUSDT   ,Buy ,maxCh_mTP         ,2024-04-22 02:18:03.989
3146.32,-0.0127 ,1.269     ,30557 ,3186.75,-1.23 ,1     ,ETHUSDT   ,Sell,maxCh_120SlMax    ,2024-04-22 02:54:14.897
3159.78,0.0     ,1.279     ,30559 ,3127.0 ,11.69 ,1     ,ETHUSDT   ,Buy ,maxCh_120SlMin    ,2024-04-22 03:17:11.410
3159.78,0.0     ,1.279     ,30560 ,3128.75,11.69 ,1     ,ETHUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 03:17:11.670
3159.78,0.0     ,1.279     ,30561 ,3127.0 ,11.69 ,1     ,ETHUSDT   ,Buy ,maxCh_mSL         ,2024-04-22 03:17:11.908
3159.78,0.0     ,1.279     ,30562 ,3127.0 ,11.69 ,1     ,ETHUSDT   ,Buy ,maxCh_pSL         ,2024-04-22 03:17:12.151
65009.8,0.0     ,1.284     ,30566 ,64480.0,11.74 ,1     ,BTCUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 03:18:48.368
150.81 ,0.0     ,1.693     ,30582 ,148.3  ,2.1   ,1     ,SOLUSDT   ,Buy ,maxCh_mSL         ,2024-04-22 03:51:03.820
150.81 ,0.0     ,1.693     ,30583 ,148.3  ,2.1   ,1     ,SOLUSDT   ,Buy ,maxCh_pSL         ,2024-04-22 03:51:04.072
150.81 ,0.0     ,1.693     ,30584 ,148.3  ,0.31  ,1     ,SOLUSDT   ,Buy ,maxCh_mTP         ,2024-04-22 03:51:04.322
3196.61,0.0     ,2.226     ,30588 ,3127.0 ,8.9   ,1     ,ETHUSDT   ,Buy ,maxCh_120         ,2024-04-22 03:58:15.114
3196.61,0.0     ,2.226     ,30589 ,3127.0 ,8.9   ,1     ,ETHUSDT   ,Buy ,maxCh_120_m_miniSL,2024-04-22 03:58:15.335
3196.61,0.0     ,2.226     ,30590 ,3127.0 ,8.9   ,1     ,ETHUSDT   ,Buy ,maxCh_120_p_miniSL,2024-04-22 03:58:15.575
7.388  ,0.0     ,0.8426    ,30593 ,7.406  ,7.88  ,1     ,DOTUSDT   ,Sell,maxCh_mTP         ,2024-04-22 05:22:07.659
3207.76,0.0     ,1.279     ,30594 ,3187.75,8.82  ,1     ,ETHUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 05:25:41.348
7.374  ,0.0     ,0.4321    ,30595 ,7.406  ,1.84  ,1     ,DOTUSDT   ,Sell,maxCh_120SlMin    ,2024-04-22 05:40:17.021
7.374  ,0.0     ,0.8426    ,30597 ,7.406  ,7.88  ,1     ,DOTUSDT   ,Sell,maxCh_mSL         ,2024-04-22 05:40:17.614
7.374  ,0.0     ,0.8426    ,30598 ,7.406  ,7.88  ,1     ,DOTUSDT   ,Sell,maxCh_pSL         ,2024-04-22 05:40:17.898
7.389  ,0.0     ,0.2387    ,30599 ,7.406  ,1.84  ,1     ,DOTUSDT   ,Sell,maxCh_120         ,2024-04-22 05:42:07.162
7.389  ,0.0     ,2.206     ,30600 ,7.406  ,32.54 ,1     ,DOTUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-22 05:42:07.393
7.389  ,0.0     ,2.163     ,30601 ,7.406  ,21.08 ,1     ,DOTUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-22 05:42:07.629
7.407  ,-0.0135 ,0.2387    ,30602 ,7.406  ,1.84  ,0     ,DOTUSDT   ,Sell,maxCh_120SlMax    ,2024-04-22 05:42:40.664
154.71 ,0.0     ,1.182     ,30603 ,155.08 ,8.04  ,1     ,SOLUSDT   ,Sell,maxCh_120         ,2024-04-22 06:56:24.616
154.71 ,0.0     ,1.182     ,30604 ,155.08 ,8.04  ,1     ,SOLUSDT   ,Sell,maxCh_120SlMax    ,2024-04-22 06:56:24.905
154.71 ,0.0     ,0.3894    ,30605 ,155.08 ,3.2   ,1     ,SOLUSDT   ,Sell,maxCh_120SlMin    ,2024-04-22 06:56:25.145
604.4  ,0.0     ,0.5479    ,30606 ,607.73 ,1.22  ,1     ,BNBUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 07:00:55.350
154.17 ,0.0     ,1.693     ,30607 ,155.08 ,49.95 ,1     ,SOLUSDT   ,Sell,maxCh_mTP         ,2024-04-22 07:16:26.935
153.84 ,0.0     ,1.441     ,30608 ,155.32 ,3.16  ,1     ,SOLUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 07:44:00.793
153.84 ,0.0     ,1.693     ,30609 ,155.08 ,49.95 ,1     ,SOLUSDT   ,Sell,maxCh_mSL         ,2024-04-22 07:44:01.226
153.84 ,0.0     ,1.693     ,30610 ,155.08 ,49.95 ,1     ,SOLUSDT   ,Sell,maxCh_pSL         ,2024-04-22 07:44:01.755
154.08 ,0.0     ,1.182     ,30611 ,155.43 ,8.04  ,1     ,SOLUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-22 07:46:11.561
154.08 ,0.0     ,1.182     ,30612 ,155.12 ,8.04  ,1     ,SOLUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-22 07:46:11.864
66075.6,0.0     ,1.284     ,30613 ,66225.0,11.74 ,1     ,BTCUSDT   ,Sell,maxCh_mTP         ,2024-04-22 08:02:51.116
153.48 ,0.0     ,1.591     ,30614 ,155.08 ,11.11 ,1     ,SOLUSDT   ,Sell,maxCh_pTP         ,2024-04-22 08:13:25.613
65916.3,0.0     ,1.284     ,30615 ,66225.0,11.74 ,1     ,BTCUSDT   ,Sell,maxCh_120SlMin    ,2024-04-22 09:59:45.538
65916.3,0.0     ,1.284     ,30616 ,66225.0,7.12  ,1     ,BTCUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 09:59:45.838
65916.3,0.0     ,1.284     ,30617 ,66225.0,11.74 ,1     ,BTCUSDT   ,Sell,maxCh_mSL         ,2024-04-22 09:59:46.120
65916.3,0.0     ,1.284     ,30618 ,66225.0,11.74 ,1     ,BTCUSDT   ,Sell,maxCh_pSL         ,2024-04-22 09:59:46.354
66050.0,0.0     ,0.9996    ,30619 ,66225.0,8.9   ,1     ,BTCUSDT   ,Sell,maxCh_120         ,2024-04-22 10:20:23.823
66050.0,0.0     ,0.9996    ,30620 ,66327.5,8.9   ,1     ,BTCUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-22 10:20:24.126
66050.0,0.0     ,0.9996    ,30621 ,66225.0,8.9   ,1     ,BTCUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-22 10:20:24.470
65808.2,0.0     ,1.284     ,30622 ,66225.0,11.74 ,1     ,BTCUSDT   ,Sell,maxCh_pTP         ,2024-04-22 11:44:12.686
66013.8,0.0     ,1.079     ,30623 ,66225.0,9.69  ,1     ,BTCUSDT   ,Sell,maxCh_120SlMax    ,2024-04-22 13:01:02.707
153.45 ,0.0     ,0.4385    ,30624 ,152.78 ,2.75  ,1     ,SOLUSDT   ,Buy ,maxCh_120SlMin    ,2024-04-22 13:42:16.577
153.45 ,0.0     ,1.441     ,30625 ,152.78 ,20.61 ,1     ,SOLUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 13:42:16.870
153.45 ,0.0     ,1.693     ,30626 ,152.78 ,11.17 ,1     ,SOLUSDT   ,Buy ,maxCh_mSL         ,2024-04-22 13:42:17.146
153.45 ,0.0     ,1.693     ,30627 ,152.78 ,11.17 ,1     ,SOLUSDT   ,Buy ,maxCh_pSL         ,2024-04-22 13:42:17.377
153.45 ,0.0     ,1.693     ,30628 ,152.78 ,7.98  ,1     ,SOLUSDT   ,Buy ,maxCh_mTP         ,2024-04-22 13:42:17.631
153.99 ,0.0     ,1.591     ,30629 ,152.78 ,14.65 ,1     ,SOLUSDT   ,Buy ,maxCh_pTP         ,2024-04-22 13:51:56.531
154.13 ,0.0     ,1.182     ,30630 ,152.78 ,2.75  ,1     ,SOLUSDT   ,Buy ,maxCh_120         ,2024-04-22 13:59:56.046
154.13 ,0.0     ,1.182     ,30631 ,152.78 ,25.23 ,1     ,SOLUSDT   ,Buy ,maxCh_120_m_miniSL,2024-04-22 13:59:56.359
154.13 ,0.0     ,1.182     ,30632 ,152.78 ,9.23  ,1     ,SOLUSDT   ,Buy ,maxCh_120_p_miniSL,2024-04-22 13:59:56.609
3189.54,0.0     ,1.279     ,30633 ,3180.25,1.79  ,1     ,ETHUSDT   ,Buy ,maxCh_mTP         ,2024-04-22 14:04:45.965
153.87 ,0.0     ,1.182     ,30634 ,152.78 ,2.75  ,1     ,SOLUSDT   ,Buy ,maxCh_120SlMax    ,2024-04-22 14:24:34.069
3198.2 ,0.0     ,1.279     ,30635 ,3180.25,9.38  ,1     ,ETHUSDT   ,Buy ,maxCh_120SlMin    ,2024-04-22 14:33:32.056
3198.2 ,0.0     ,1.279     ,30636 ,3183.75,5.18  ,1     ,ETHUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 14:33:32.369
3198.2 ,0.0     ,1.356     ,30637 ,3180.25,12.46 ,1     ,ETHUSDT   ,Buy ,maxCh_p10_sh      ,2024-04-22 14:33:32.759
3198.2 ,0.0     ,1.279     ,30638 ,3180.25,9.38  ,1     ,ETHUSDT   ,Buy ,maxCh_mSL         ,2024-04-22 14:33:33.080
3198.2 ,0.0     ,1.279     ,30639 ,3180.25,9.38  ,1     ,ETHUSDT   ,Buy ,maxCh_pSL         ,2024-04-22 14:33:33.362
3191.69,0.0     ,2.226     ,30640 ,3180.25,21.16 ,1     ,ETHUSDT   ,Buy ,maxCh_120         ,2024-04-22 14:48:23.506
3191.69,0.0     ,2.226     ,30641 ,3180.25,21.16 ,1     ,ETHUSDT   ,Buy ,maxCh_120_m_miniSL,2024-04-22 14:48:23.802
3191.69,0.0     ,2.226     ,30642 ,3180.25,21.16 ,1     ,ETHUSDT   ,Buy ,maxCh_120_p_miniSL,2024-04-22 14:48:24.155
3185.37,-0.0127 ,1.269     ,30643 ,3180.25,11.59 ,1     ,ETHUSDT   ,Buy ,maxCh_120SlMax    ,2024-04-22 14:56:40.562
7.357  ,-1.9379 ,1.618     ,30644 ,7.478  ,-58.69,1     ,DOTUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 15:06:03.119
7.357  ,0.0     ,1.684     ,30645 ,7.483  ,13.91 ,1     ,DOTUSDT   ,Sell,maxCh_pTP         ,2024-04-22 15:06:03.575
152.91 ,0.0     ,1.441     ,30647 ,151.93 ,2.46  ,1     ,SOLUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 15:35:49.957
2900.7 ,0.0     ,0.9105    ,30650 ,2880.91,6.55  ,1     ,MKRUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 15:42:39.538
3207.21,0.0     ,1.058     ,30675 ,3180.25,20.07 ,1     ,ETHUSDT   ,Buy ,maxCh_pTP         ,2024-04-22 17:31:58.763
3201.38,0.0     ,1.078     ,30676 ,3180.25,9.68  ,1     ,ETHUSDT   ,Buy ,maxCh_multi       ,2024-04-22 17:37:44.959
3197.32,0.0     ,1.279     ,30677 ,3212.5 ,3.44  ,1     ,ETHUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 18:06:44.568
154.81 ,0.0     ,1.441     ,30678 ,155.5  ,4.01  ,1     ,SOLUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 18:07:11.631
66554.8,0.0     ,1.284     ,30679 ,66720.0,1.16  ,1     ,BTCUSDT   ,Sell,maxCh_mTP         ,2024-04-22 18:07:47.616
66394.3,0.0     ,1.284     ,30681 ,66720.0,3.56  ,1     ,BTCUSDT   ,Sell,maxCh_120SlMin    ,2024-04-22 19:09:43.696
66394.3,0.0     ,1.284     ,30682 ,66685.0,3.56  ,1     ,BTCUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 19:09:43.979
66394.3,0.0     ,1.284     ,30683 ,66720.0,3.56  ,1     ,BTCUSDT   ,Sell,maxCh_mSL         ,2024-04-22 19:09:44.254
66394.3,0.0     ,1.284     ,30684 ,66720.0,3.56  ,1     ,BTCUSDT   ,Sell,maxCh_pSL         ,2024-04-22 19:09:44.549
0.8613 ,-1.6763 ,0.7629    ,30685 ,0.8471 ,7.08  ,0     ,EOSUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 19:13:00.552
66221.8,0.0     ,1.284     ,30689 ,66720.0,5.19  ,1     ,BTCUSDT   ,Sell,maxCh_pTP         ,2024-04-22 19:27:30.077
66352.6,0.0     ,0.9996    ,30690 ,66720.0,1.54  ,1     ,BTCUSDT   ,Sell,maxCh_120         ,2024-04-22 19:44:17.620
66352.6,0.0     ,0.9996    ,30691 ,66720.0,7.27  ,1     ,BTCUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-22 19:44:17.870
66352.6,0.0     ,0.9996    ,30692 ,66720.0,1.54  ,1     ,BTCUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-22 19:44:18.120
66513.6,0.0     ,1.079     ,30693 ,66720.0,2.09  ,1     ,BTCUSDT   ,Sell,maxCh_120SlMax    ,2024-04-22 19:59:09.104
0.8539 ,0.0     ,0.2465    ,30695 ,0.8518 ,0.11  ,1     ,EOSUSDT   ,Buy ,maxCh_mTP         ,2024-04-22 20:56:11.928
0.561  ,0.0     ,1.423     ,30696 ,0.5691 ,3.33  ,1     ,XRPUSDT   ,Sell,maxCh_120SlMin    ,2024-04-22 21:09:06.708
0.561  ,0.0     ,1.613     ,30697 ,0.5702 ,4.02  ,1     ,XRPUSDT   ,Sell,maxCh_p10_sh      ,2024-04-22 21:09:06.949
0.561  ,0.0     ,1.423     ,30698 ,0.5691 ,3.33  ,1     ,XRPUSDT   ,Sell,maxCh_mSL         ,2024-04-22 21:09:07.182
0.561  ,0.0     ,1.423     ,30699 ,0.5691 ,3.33  ,1     ,XRPUSDT   ,Sell,maxCh_pSL         ,2024-04-22 21:09:07.412
0.561  ,-1.4353 ,1.423     ,30700 ,0.5691 ,-65.41,1     ,XRPUSDT   ,Sell,maxCh_pTP         ,2024-04-22 21:09:07.634
0.561  ,0.0     ,1.423     ,30701 ,0.5691 ,3.33  ,1     ,XRPUSDT   ,Sell,maxCh_mTP         ,2024-04-22 21:09:07.871
0.5588 ,0.0     ,1.22      ,30702 ,0.5657 ,3.33  ,1     ,XRPUSDT   ,Sell,maxCh_m10_sh      ,2024-04-22 21:20:58.370
0.5601 ,0.0     ,1.581     ,30703 ,0.5691 ,1.95  ,1     ,XRPUSDT   ,Sell,maxCh_120         ,2024-04-22 21:21:25.571
0.5601 ,0.0     ,1.771     ,30704 ,0.5702 ,2.63  ,1     ,XRPUSDT   ,Sell,maxCh_multi       ,2024-04-22 21:21:25.812
0.5601 ,0.0     ,1.668     ,30705 ,0.5696 ,1.95  ,1     ,XRPUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-22 21:21:26.035
0.5601 ,0.0     ,1.581     ,30706 ,0.5691 ,1.95  ,1     ,XRPUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-22 21:21:26.259
0.5605 ,0.0     ,1.511     ,30707 ,0.5691 ,-0.13 ,1     ,XRPUSDT   ,Sell,maxCh_120SlMax    ,2024-04-22 21:53:27.481
0.8552 ,0.0     ,0.4894    ,30708 ,0.8518 ,4.34  ,1     ,EOSUSDT   ,Buy ,maxCh_120SlMin    ,2024-04-22 23:12:45.729
0.8552 ,-1.6763 ,0.7629    ,30709 ,0.8518 ,-50.84,1     ,EOSUSDT   ,Buy ,maxCh_m10_sh      ,2024-04-22 23:12:45.981
0.8552 ,-1.5081 ,0.3992    ,30710 ,0.8518 ,-30.71,1     ,EOSUSDT   ,Buy ,maxCh_mSL         ,2024-04-22 23:12:46.203
0.8532 ,0.0     ,0.4894    ,30711 ,0.8518 ,4.34  ,1     ,EOSUSDT   ,Buy ,maxCh_120         ,2024-04-22 23:13:34.190
0.8532 ,-1.7003 ,0.2939    ,30712 ,0.8507 ,-77.06,1     ,EOSUSDT   ,Buy ,maxCh_120_m_miniSL,2024-04-22 23:13:34.434
0.8532 ,-1.6283 ,0.1644    ,30713 ,0.8518 ,-41.26,1     ,EOSUSDT   ,Buy ,maxCh_120_p_miniSL,2024-04-22 23:13:34.744
0.8516 ,-0.0235 ,0.3939    ,30714 ,0.8518 ,3.39  ,0     ,EOSUSDT   ,Buy ,maxCh_120SlMax    ,2024-04-22 23:18:04.767
66803.0,0.0     ,1.284     ,30715 ,67110.0,3.78  ,1     ,BTCUSDT   ,Sell,maxCh_120SlMin    ,2024-04-23 00:30:58.590
66803.0,0.0     ,1.284     ,30716 ,67110.0,3.26  ,1     ,BTCUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 00:30:58.897
66803.0,0.0     ,1.284     ,30717 ,67110.0,3.78  ,1     ,BTCUSDT   ,Sell,maxCh_mSL         ,2024-04-23 00:30:59.136
66803.0,0.0     ,1.284     ,30718 ,67110.0,3.78  ,1     ,BTCUSDT   ,Sell,maxCh_pSL         ,2024-04-23 00:30:59.366
66803.0,0.0     ,1.284     ,30719 ,67110.0,1.38  ,1     ,BTCUSDT   ,Sell,maxCh_mTP         ,2024-04-23 00:30:59.601
3208.04,0.0     ,1.279     ,30720 ,3193.25,4.54  ,1     ,ETHUSDT   ,Buy ,maxCh_120SlMin    ,2024-04-23 00:46:39.815
3208.04,0.0     ,1.279     ,30721 ,3193.25,4.54  ,1     ,ETHUSDT   ,Buy ,maxCh_mSL         ,2024-04-23 00:46:40.064
3208.04,0.0     ,1.279     ,30722 ,3193.25,4.54  ,1     ,ETHUSDT   ,Buy ,maxCh_pSL         ,2024-04-23 00:46:40.314
3208.04,0.0     ,1.279     ,30723 ,3193.25,1.82  ,1     ,ETHUSDT   ,Buy ,maxCh_mTP         ,2024-04-23 00:46:40.542
66934.2,0.0     ,0.9996    ,30724 ,67110.0,4.41  ,1     ,BTCUSDT   ,Sell,maxCh_120         ,2024-04-23 00:52:13.960
66934.2,0.0     ,0.9996    ,30725 ,67110.0,4.41  ,1     ,BTCUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-23 00:52:14.199
66934.2,0.0     ,0.9996    ,30726 ,67110.0,4.41  ,1     ,BTCUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-23 00:52:14.435
67084.8,0.0     ,1.079     ,30727 ,67110.0,1.99  ,1     ,BTCUSDT   ,Sell,maxCh_120SlMax    ,2024-04-23 01:03:13.373
3213.99,0.0     ,1.058     ,30728 ,3193.25,7.38  ,1     ,ETHUSDT   ,Buy ,maxCh_pTP         ,2024-04-23 01:07:26.222
3207.86,0.0     ,2.226     ,30729 ,3193.25,2.5   ,1     ,ETHUSDT   ,Buy ,maxCh_120         ,2024-04-23 01:34:28.303
3207.86,0.0     ,2.226     ,30730 ,3193.25,2.5   ,1     ,ETHUSDT   ,Buy ,maxCh_120_m_miniSL,2024-04-23 01:34:28.564
3207.86,0.0     ,2.226     ,30731 ,3193.25,2.5   ,1     ,ETHUSDT   ,Buy ,maxCh_120_p_miniSL,2024-04-23 01:34:28.792
3200.79,-0.0127 ,1.269     ,30732 ,3193.25,0.51  ,1     ,ETHUSDT   ,Buy ,maxCh_120SlMax    ,2024-04-23 02:52:12.907
66646.7,0.0     ,1.284     ,30733 ,67110.0,6.37  ,1     ,BTCUSDT   ,Sell,maxCh_pTP         ,2024-04-23 03:02:20.654
3173.8 ,0.0     ,1.279     ,30734 ,3205.38,3.63  ,1     ,ETHUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 04:53:34.595
605.2  ,0.0     ,0.4916    ,30735 ,607.91 ,1.91  ,1     ,BNBUSDT   ,Sell,maxCh_120SlMin    ,2024-04-23 05:16:30.088
605.2  ,0.0     ,0.5479    ,30736 ,607.55 ,2.19  ,1     ,BNBUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 05:16:30.328
605.2  ,0.0     ,0.4916    ,30737 ,607.91 ,1.91  ,1     ,BNBUSDT   ,Sell,maxCh_mSL         ,2024-04-23 05:16:30.579
605.2  ,0.0     ,0.4916    ,30738 ,607.91 ,1.91  ,1     ,BNBUSDT   ,Sell,maxCh_pSL         ,2024-04-23 05:16:30.854
605.2  ,0.0     ,0.4458    ,30739 ,607.91 ,0.86  ,1     ,BNBUSDT   ,Sell,maxCh_mTP         ,2024-04-23 05:16:31.097
602.75 ,0.0     ,0.8488    ,30740 ,607.91 ,3.66  ,1     ,BNBUSDT   ,Sell,maxCh_pTP         ,2024-04-23 06:07:52.272
603.05 ,0.0     ,0.7995    ,30741 ,607.91 ,0.99  ,1     ,BNBUSDT   ,Sell,maxCh_120         ,2024-04-23 06:50:19.132
603.05 ,0.0     ,0.7995    ,30742 ,607.91 ,0.99  ,1     ,BNBUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-23 06:50:19.384
603.05 ,0.0     ,0.7995    ,30743 ,607.91 ,0.99  ,1     ,BNBUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-23 06:50:19.641
602.85 ,0.0     ,0.8324    ,30744 ,607.91 ,0.15  ,1     ,BNBUSDT   ,Sell,maxCh_120SlMax    ,2024-04-23 08:45:24.793
612.05 ,0.0     ,0.9051    ,30745 ,617.64 ,1.68  ,1     ,BNBUSDT   ,Sell,maxCh_120SlMin    ,2024-04-23 10:24:41.052
612.05 ,0.0     ,0.9051    ,30746 ,617.64 ,1.38  ,1     ,BNBUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 10:24:41.302
612.05 ,0.0     ,0.9051    ,30747 ,617.64 ,1.91  ,1     ,BNBUSDT   ,Sell,maxCh_p10_sh      ,2024-04-23 10:24:41.536
612.05 ,0.0     ,0.9051    ,30748 ,617.64 ,1.68  ,1     ,BNBUSDT   ,Sell,maxCh_mSL         ,2024-04-23 10:24:41.911
612.05 ,0.0     ,0.9051    ,30749 ,617.64 ,1.68  ,1     ,BNBUSDT   ,Sell,maxCh_pSL         ,2024-04-23 10:24:42.302
612.05 ,0.0     ,0.9051    ,30750 ,617.64 ,3.69  ,1     ,BNBUSDT   ,Sell,maxCh_pTP         ,2024-04-23 10:24:42.567
612.05 ,0.0     ,0.9051    ,30751 ,617.64 ,1.68  ,1     ,BNBUSDT   ,Sell,maxCh_mTP         ,2024-04-23 10:24:42.817
613.4  ,0.0     ,0.7995    ,30752 ,617.64 ,3.45  ,1     ,BNBUSDT   ,Sell,maxCh_120         ,2024-04-23 10:27:21.003
613.4  ,0.0     ,0.6865    ,30753 ,617.64 ,2.83  ,1     ,BNBUSDT   ,Sell,maxCh_multi       ,2024-04-23 10:27:21.253
613.4  ,0.0     ,0.7995    ,30754 ,617.64 ,3.45  ,1     ,BNBUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-23 10:27:21.518
613.4  ,0.0     ,0.7995    ,30755 ,617.64 ,3.45  ,1     ,BNBUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-23 10:27:21.769
609.35 ,0.0     ,0.9051    ,30756 ,611.36 ,3.98  ,1     ,BNBUSDT   ,Sell,maxCh_mTP         ,2024-04-23 10:29:30.098
611.85 ,0.0     ,0.9374    ,30757 ,617.64 ,3.61  ,1     ,BNBUSDT   ,Sell,maxCh_120SlMax    ,2024-04-23 10:47:46.782
605.7  ,0.0     ,0.9258    ,30758 ,611.36 ,3.98  ,1     ,BNBUSDT   ,Sell,maxCh_120SlMin    ,2024-04-23 11:16:24.977
605.7  ,0.0     ,0.9258    ,30759 ,611.36 ,3.98  ,1     ,BNBUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 11:16:25.311
605.7  ,0.0     ,0.9258    ,30760 ,611.36 ,3.98  ,1     ,BNBUSDT   ,Sell,maxCh_p10_sh      ,2024-04-23 11:16:25.543
605.7  ,0.0     ,0.9258    ,30761 ,611.36 ,3.98  ,1     ,BNBUSDT   ,Sell,maxCh_mSL         ,2024-04-23 11:16:25.781
605.7  ,0.0     ,0.9258    ,30762 ,611.36 ,3.98  ,1     ,BNBUSDT   ,Sell,maxCh_pSL         ,2024-04-23 11:16:26.007
605.7  ,0.0     ,0.9258    ,30763 ,611.36 ,3.98  ,1     ,BNBUSDT   ,Sell,maxCh_pTP         ,2024-04-23 11:16:26.237
157.61 ,0.0     ,1.441     ,30764 ,158.22 ,2.5   ,1     ,SOLUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 14:40:32.886
3237.3 ,0.0     ,2.226     ,30765 ,3244.17,3.48  ,1     ,ETHUSDT   ,Sell,maxCh_120         ,2024-04-23 14:44:38.048
3237.3 ,-0.0127 ,1.269     ,30766 ,3244.17,1.26  ,1     ,ETHUSDT   ,Sell,maxCh_120SlMax    ,2024-04-23 14:44:38.304
3237.3 ,0.0     ,1.279     ,30767 ,3244.17,3.53  ,1     ,ETHUSDT   ,Sell,maxCh_120SlMin    ,2024-04-23 14:44:38.552
7.495  ,-1.9379 ,1.618     ,30768 ,7.521  ,39.9  ,1     ,DOTUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 14:47:06.452
3240.35,0.0     ,1.356     ,30769 ,3262.25,4.54  ,1     ,ETHUSDT   ,Sell,maxCh_p10_sh      ,2024-04-23 14:48:03.880
66680.9,0.0     ,1.284     ,30770 ,67095.0,3.47  ,1     ,BTCUSDT   ,Sell,maxCh_120SlMin    ,2024-04-23 14:49:19.632
66680.9,0.0     ,1.284     ,30771 ,67035.0,3.47  ,1     ,BTCUSDT   ,Sell,maxCh_m10_sh      ,2024-04-23 14:49:19.924
66680.9,0.0     ,1.284     ,30772 ,67095.0,3.47  ,1     ,BTCUSDT   ,Sell,maxCh_mSL         ,2024-04-23 14:49:20.278
66680.9,0.0     ,1.284     ,30773 ,67095.0,3.47  ,1     ,BTCUSDT   ,Sell,maxCh_pSL         ,2024-04-23 14:49:20.598
66680.9,0.0     ,1.284     ,30774 ,67095.0,5.8   ,1     ,BTCUSDT   ,Sell,maxCh_pTP         ,2024-04-23 14:49:20.851
66680.9,0.0     ,1.284     ,30775 ,67095.0,3.47  ,1     ,BTCUSDT   ,Sell,maxCh_mTP         ,2024-04-23 14:49:21.148
66848.5,0.0     ,0.9996    ,30776 ,67095.0,1.52  ,1     ,BTCUSDT   ,Sell,maxCh_120         ,2024-04-23 14:52:44.461
66848.5,0.0     ,0.9996    ,30777 ,67095.0,1.52  ,1     ,BTCUSDT   ,Sell,maxCh_120_m_miniSL,2024-04-23 14:52:45.348
66848.5,0.0     ,0.9996    ,30778 ,67095.0,1.52  ,1     ,BTCUSDT   ,Sell,maxCh_120_p_miniSL,2024-04-23 14:52:45.665
3246.99,0.0     ,1.078     ,30779 ,3262.25,5.54  ,1     ,ETHUSDT   ,Sell,maxCh_multi       ,2024-04-23 14:57:11.383
66972.9,0.0     ,1.079     ,30780 ,67095.0,-0.72 ,1     ,BTCUSDT   ,Sell,maxCh_120SlMax    ,2024-04-23 14:57:28.841
3217.78,0.0     ,1.279     ,30781 ,3244.17,3.53  ,1     ,ETHUSDT   ,Sell,maxCh_mTP         ,2024-04-23 19:21:26.674
3210.19,0.0     ,1.279     ,30790 ,3244.17,3.53  ,1     ,ETHUSDT   ,Sell,maxCh_mSL         ,2024-04-23 20:09:41.544
3210.19,0.0     ,1.279     ,30791 ,3244.17,3.53  ,1     ,ETHUSDT   ,Sell,maxCh_pSL         ,2024-04-23 20:09:41.795
